symptom_iri	symptom_iri	method	score	doid_name	symptom_name	symptom_definition
http://purl.obolibrary.org/obo/SYMP_0000689	http://purl.obolibrary.org/obo/DOID_0080992	axiom	1.0	rhabdomyolysis-myalgia syndrome	cramp	
http://purl.obolibrary.org/obo/SYMP_0000565	http://purl.obolibrary.org/obo/DOID_0081055	axiom	1.0	central diabetes insipidus	polyuria	A urinary system symptom that is characterized by the excessive secretion of urine.
http://purl.obolibrary.org/obo/SYMP_0000565	http://purl.obolibrary.org/obo/DOID_0081057	axiom	1.0	gestational diabetes insipidus	polyuria	A urinary system symptom that is characterized by the excessive secretion of urine.
http://purl.obolibrary.org/obo/SYMP_0000565	http://purl.obolibrary.org/obo/DOID_0081058	axiom	1.0	dipsogenic diabetes insipidus	polyuria	A urinary system symptom that is characterized by the excessive secretion of urine.
http://purl.obolibrary.org/obo/SYMP_0019142	http://purl.obolibrary.org/obo/DOID_0081076	axiom	1.0	blastic plasmacytoid dendritic cell neoplasm	lymphadenopathy	
http://purl.obolibrary.org/obo/SYMP_0000092	http://purl.obolibrary.org/obo/DOID_0081076	axiom	1.0	blastic plasmacytoid dendritic cell neoplasm	skin lesion	A skin and integumentary tissue symptom that is characterized by an abnormal change in structure of the skin that is especially circumscribed and well defined due to injury or disease.
http://purl.obolibrary.org/obo/SYMP_0000296	http://purl.obolibrary.org/obo/DOID_0090060	axiom	1.0	Wolcott-Rallison syndrome	hepatic dysfunction	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0090069	axiom	1.0	giant axonal neuropathy 2	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000178	http://purl.obolibrary.org/obo/DOID_0090104	axiom	1.0	Huntington's disease-like 2	weight loss	A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_0090110	axiom	1.0	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000369	http://purl.obolibrary.org/obo/DOID_0090123	axiom	1.0	aromatic L-amino acid decarboxylase deficiency	ptosis	Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.
http://purl.obolibrary.org/obo/SYMP_0000876	http://purl.obolibrary.org/obo/DOID_0090127	axiom	1.0	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	pericardial effusion	Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.
http://purl.obolibrary.org/obo/SYMP_0000369	http://purl.obolibrary.org/obo/DOID_0090145	axiom	1.0	dopamine beta-hydroxylase deficiency	ptosis	Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.
http://purl.obolibrary.org/obo/SYMP_0000686	http://purl.obolibrary.org/obo/DOID_0110597	axiom	1.0	primary ciliary dyskinesia 22	chronic cough	A cough that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance marked by long duration, by frequent recurrence over a long time, and often by slowly progressing seriousness.
http://purl.obolibrary.org/obo/SYMP_0000686	http://purl.obolibrary.org/obo/DOID_0110601	axiom	1.0	primary ciliary dyskinesia 12	chronic cough	A cough that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance marked by long duration, by frequent recurrence over a long time, and often by slowly progressing seriousness.
http://purl.obolibrary.org/obo/SYMP_0020027	http://purl.obolibrary.org/obo/DOID_0110601	axiom	1.0	primary ciliary dyskinesia 12	wet cough	A cough that is characterized by a production and expectoration (bringing up) of mucus (phlegm) or sputum.
http://purl.obolibrary.org/obo/SYMP_0000475	http://purl.obolibrary.org/obo/DOID_0110602	axiom	1.0	primary ciliary dyskinesia 11	underweight	A weight symptom that is characterized by weighing less than the normal amount for one's age, height, and build.
http://purl.obolibrary.org/obo/SYMP_0000686	http://purl.obolibrary.org/obo/DOID_0110602	axiom	1.0	primary ciliary dyskinesia 11	chronic cough	A cough that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance marked by long duration, by frequent recurrence over a long time, and often by slowly progressing seriousness.
http://purl.obolibrary.org/obo/SYMP_0020027	http://purl.obolibrary.org/obo/DOID_0110602	axiom	1.0	primary ciliary dyskinesia 11	wet cough	A cough that is characterized by a production and expectoration (bringing up) of mucus (phlegm) or sputum.
http://purl.obolibrary.org/obo/SYMP_0000686	http://purl.obolibrary.org/obo/DOID_0110626	axiom	1.0	primary ciliary dyskinesia 2	chronic cough	A cough that is characterized by an explosive expulsion of air from the lungs acting as a protective mechanism to clear the air passages or as a symptom of pulmonary disturbance marked by long duration, by frequent recurrence over a long time, and often by slowly progressing seriousness.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0110630	axiom	1.0	Wolfram syndrome 2	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110633	axiom	1.0	rigid spine muscular dystrophy 1	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110634	axiom	1.0	congenital muscular dystrophy 1B	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110636	axiom	1.0	congenital merosin-deficient muscular dystrophy 1A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110657	axiom	1.0	congenital myasthenic syndrome 8	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110658	axiom	1.0	congenital myasthenic syndrome 15	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110660	axiom	1.0	congenital myasthenic syndrome 12	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110662	axiom	1.0	congenital myasthenic syndrome 1B	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110662	axiom	1.0	congenital myasthenic syndrome 1B	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110663	axiom	1.0	congenital myasthenic syndrome 1A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110663	axiom	1.0	congenital myasthenic syndrome 1A	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110664	axiom	1.0	congenital myasthenic syndrome 3C	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110665	axiom	1.0	congenital myasthenic syndrome 3B	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110665	axiom	1.0	congenital myasthenic syndrome 3B	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110666	axiom	1.0	congenital myasthenic syndrome 3A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110666	axiom	1.0	congenital myasthenic syndrome 3A	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000222	http://purl.obolibrary.org/obo/DOID_0110668	axiom	1.0	congenital myasthenic syndrome 10	limb weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110669	axiom	1.0	congenital myasthenic syndrome 14	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110669	axiom	1.0	congenital myasthenic syndrome 14	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110670	axiom	1.0	congenital myasthenic syndrome 9	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110673	axiom	1.0	congenital myasthenic syndrome 19	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110676	axiom	1.0	congenital myasthenic syndrome 13	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110677	axiom	1.0	congenital myasthenic syndrome 4B	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110677	axiom	1.0	congenital myasthenic syndrome 4B	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110678	axiom	1.0	congenital myasthenic syndrome 4A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110678	axiom	1.0	congenital myasthenic syndrome 4A	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110679	axiom	1.0	congenital myasthenic syndrome 4C	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110680	axiom	1.0	congenital myasthenic syndrome 2C	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110681	axiom	1.0	congenital myasthenic syndrome 2A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110681	axiom	1.0	congenital myasthenic syndrome 2A	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110683	axiom	1.0	congenital myasthenic syndrome 18	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000124	http://purl.obolibrary.org/obo/DOID_0110720	axiom	1.0	neuronal ceroid lipofuscinosis 4	seizure	
http://purl.obolibrary.org/obo/SYMP_0000124	http://purl.obolibrary.org/obo/DOID_0110721	axiom	1.0	neuronal ceroid lipofuscinosis 1	seizure	
http://purl.obolibrary.org/obo/SYMP_0000321	http://purl.obolibrary.org/obo/DOID_0110722	axiom	1.0	neuronal ceroid lipofuscinosis 7	loss of vision	
http://purl.obolibrary.org/obo/SYMP_0000124	http://purl.obolibrary.org/obo/DOID_0110722	axiom	1.0	neuronal ceroid lipofuscinosis 7	seizure	
http://purl.obolibrary.org/obo/SYMP_0000321	http://purl.obolibrary.org/obo/DOID_0110723	axiom	1.0	neuronal ceroid lipofuscinosis 8	loss of vision	
http://purl.obolibrary.org/obo/SYMP_0000124	http://purl.obolibrary.org/obo/DOID_0110723	axiom	1.0	neuronal ceroid lipofuscinosis 8	seizure	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110791	axiom	1.0	hereditary spastic paraplegia 3A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110792	axiom	1.0	hereditary spastic paraplegia 4	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110792	axiom	1.0	hereditary spastic paraplegia 4	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110810	axiom	1.0	hereditary spastic paraplegia 5A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110810	axiom	1.0	hereditary spastic paraplegia 5A	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110926	axiom	1.0	nemaline myopathy 1	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110929	axiom	1.0	nemaline myopathy 9	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110931	axiom	1.0	nemaline myopathy 10	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110933	axiom	1.0	nemaline myopathy 11	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110933	axiom	1.0	nemaline myopathy 11	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0110935	axiom	1.0	nemaline myopathy 6	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0110935	axiom	1.0	nemaline myopathy 6	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000672	http://purl.obolibrary.org/obo/DOID_0110938	axiom	1.0	autosomal dominant osteopetrosis 2	abscess	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111040	axiom	1.0	glycogen storage disease IXd	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000470	http://purl.obolibrary.org/obo/DOID_0111041	axiom	1.0	glycogen storage disease IXb	left upper quadrant abdominal rigidity	
http://purl.obolibrary.org/obo/SYMP_0000460	http://purl.obolibrary.org/obo/DOID_0111041	axiom	1.0	glycogen storage disease IXb	hepatomegaly	
http://purl.obolibrary.org/obo/SYMP_0000568	http://purl.obolibrary.org/obo/DOID_0111041	axiom	1.0	glycogen storage disease IXb	short stature	A lack of expected normal physiological development in childhood that is characterized by an individual's height being in the 3rd percentile for the mean height of a given age, sex, and population group.
http://purl.obolibrary.org/obo/SYMP_0000470	http://purl.obolibrary.org/obo/DOID_0111042	axiom	1.0	glycogen storage disease IXa	left upper quadrant abdominal rigidity	
http://purl.obolibrary.org/obo/SYMP_0000460	http://purl.obolibrary.org/obo/DOID_0111042	axiom	1.0	glycogen storage disease IXa	hepatomegaly	
http://purl.obolibrary.org/obo/SYMP_0000470	http://purl.obolibrary.org/obo/DOID_0111043	axiom	1.0	glycogen storage disease IXc	left upper quadrant abdominal rigidity	
http://purl.obolibrary.org/obo/SYMP_0000460	http://purl.obolibrary.org/obo/DOID_0111043	axiom	1.0	glycogen storage disease IXc	hepatomegaly	
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111044	axiom	1.0	gray platelet syndrome	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111046	axiom	1.0	platelet-type bleeding disorder 10	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111047	axiom	1.0	platelet-type bleeding disorder 14	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111049	axiom	1.0	platelet-type bleeding disorder 17	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111050	axiom	1.0	Quebec platelet disorder	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111051	axiom	1.0	platelet-type bleeding disorder 18	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111053	axiom	1.0	platelet-type bleeding disorder 15	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111054	axiom	1.0	von Willebrand's disease 3	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111055	axiom	1.0	platelet-type bleeding disorder 20	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111057	axiom	1.0	platelet-type bleeding disorder 11	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111058	axiom	1.0	platelet-type bleeding disorder 12	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111059	axiom	1.0	Bernard-Soulier syndrome type A2	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111065	axiom	1.0	autosomal recessive distal hereditary motor neuronopathy 2	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000470	http://purl.obolibrary.org/obo/DOID_0111066	axiom	1.0	congenital bile acid synthesis defect 5	left upper quadrant abdominal rigidity	
http://purl.obolibrary.org/obo/SYMP_0019153	http://purl.obolibrary.org/obo/DOID_0111073	axiom	1.0	progressive familial heart block	dyspnea	A respiratory abnormality that is characterized by difficult or labored respiration.
http://purl.obolibrary.org/obo/SYMP_0000292	http://purl.obolibrary.org/obo/DOID_0111073	axiom	1.0	progressive familial heart block	heart failure	
http://purl.obolibrary.org/obo/SYMP_0000610	http://purl.obolibrary.org/obo/DOID_0111073	axiom	1.0	progressive familial heart block	dizziness	A  balance symptom that is characterized by a sensation of unsteadiness accompanied by a feeling of movement within the head.
http://purl.obolibrary.org/obo/SYMP_0000457	http://purl.obolibrary.org/obo/DOID_0111073	axiom	1.0	progressive familial heart block	abdominal pain	A pain that is characterized by occurring in the abdomen, i.e. between the chest and groin.
http://purl.obolibrary.org/obo/SYMP_0000407	http://purl.obolibrary.org/obo/DOID_0111073	axiom	1.0	progressive familial heart block	syncope	An alteration of consciousness that is characterized by a loss of consciousness resulting from insufficient blood flow to the brain.
http://purl.obolibrary.org/obo/SYMP_0000823	http://purl.obolibrary.org/obo/DOID_0111075	axiom	1.0	progressive familial heart block type II	sinus bradycardia	Sinus bradycardia is a bradycardia where the sinus rhythm is abnormally slow bradycardia consisting of a sinus rhythm at a rate lower than 60 beats per minute.
http://purl.obolibrary.org/obo/SYMP_0000007	http://purl.obolibrary.org/obo/DOID_0111146	axiom	1.0	acquired von Willebrand syndrome	bleeding	A general symptom that is characterized as an act, instance, or result of being bled or the process by which something is bled: as a the escape of blood from vessels.
http://purl.obolibrary.org/obo/SYMP_0000691	http://purl.obolibrary.org/obo/DOID_0111152	axiom	1.0	multicentric Castleman disease	cytopenia	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111188	axiom	1.0	myofibrillar myopathy 9	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0111188	axiom	1.0	myofibrillar myopathy 9	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111194	axiom	1.0	autosomal dominant adult-onset proximal spinal muscular atrophy	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111196	axiom	1.0	X-linked distal spinal muscular atrophy 3	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111199	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 7	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111200	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 1	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111203	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 5	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111206	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 2	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111211	axiom	1.0	autosomal recessive distal hereditary motor neuronopathy 3	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111212	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 9	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0111212	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 9	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111213	axiom	1.0	autosomal recessive distal hereditary motor neuronopathy 4	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0111213	axiom	1.0	autosomal recessive distal hereditary motor neuronopathy 4	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111214	axiom	1.0	autosomal recessive distal hereditary motor neuronopathy 5	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0111214	axiom	1.0	autosomal recessive distal hereditary motor neuronopathy 5	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111215	axiom	1.0	autosomal dominant distal hereditary motor neuronopathy 8	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111223	axiom	1.0	centronuclear myopathy 1	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000363	http://purl.obolibrary.org/obo/DOID_0111223	axiom	1.0	centronuclear myopathy 1	progressive weakness	
http://purl.obolibrary.org/obo/SYMP_0000706	http://purl.obolibrary.org/obo/DOID_0111226	axiom	1.0	X-linked congenital myopathy with fiber-type disproportion	facial weakness	
http://purl.obolibrary.org/obo/SYMP_0000369	http://purl.obolibrary.org/obo/DOID_0111226	axiom	1.0	X-linked congenital myopathy with fiber-type disproportion	ptosis	Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111229	axiom	1.0	congenital muscular dystrophy-dystroglycanopathy type A	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000465	http://purl.obolibrary.org/obo/DOID_0111263	axiom	1.0	combined malonic and methylmalonic acidemia	failure to thrive	A lack of expected normal physiological development in childhood that is characterized by a decelerated or arrested physical growth (height and weight measurements fall below the third or fifth percentile, or a downward change in growth across two major growth percentiles) and is associated with abnormal growth and development.
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111273	axiom	1.0	NARP syndrome	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_0111278	axiom	1.0	histiocytosis-lymphadenopathy plus syndrome	hepatosplenomegaly	
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_0111330	axiom	1.0	combined saposin deficiency	hepatosplenomegaly	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111333	axiom	1.0	early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111335	axiom	1.0	myopathy with extrapyramidal signs	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000093	http://purl.obolibrary.org/obo/DOID_0111340	axiom	1.0	dominant optic atrophy plus syndrome	muscle cramp	
http://purl.obolibrary.org/obo/SYMP_0000321	http://purl.obolibrary.org/obo/DOID_0111340	axiom	1.0	dominant optic atrophy plus syndrome	loss of vision	
http://purl.obolibrary.org/obo/SYMP_0000058	http://purl.obolibrary.org/obo/DOID_0111340	axiom	1.0	dominant optic atrophy plus syndrome	hyperreflexia	
http://purl.obolibrary.org/obo/SYMP_0000005	http://purl.obolibrary.org/obo/DOID_0111340	axiom	1.0	dominant optic atrophy plus syndrome	ataxia	A neurological and physiological symptom that is characterized by an inability to coordinate voluntary muscular movements that is symptomatic of some nervous disorders.
http://purl.obolibrary.org/obo/SYMP_0000234	http://purl.obolibrary.org/obo/DOID_0111389	axiom	1.0	mucopolysaccharidosis Ih/s	cloudy cornea	
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_0111389	axiom	1.0	mucopolysaccharidosis Ih/s	hepatosplenomegaly	
http://purl.obolibrary.org/obo/SYMP_0000568	http://purl.obolibrary.org/obo/DOID_0111389	axiom	1.0	mucopolysaccharidosis Ih/s	short stature	A lack of expected normal physiological development in childhood that is characterized by an individual's height being in the 3rd percentile for the mean height of a given age, sex, and population group.
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_0111390	axiom	1.0	mucopolysaccharidosis Ih	hepatosplenomegaly	
http://purl.obolibrary.org/obo/SYMP_0000570	http://purl.obolibrary.org/obo/DOID_0111414	axiom	1.0	trichohepatoenteric syndrome	diarrhea	Diarrhea is a feces and droppng symptom involving the abnormally frequent intestinal evacuations with more or less fluid stools.
http://purl.obolibrary.org/obo/SYMP_0000132	http://purl.obolibrary.org/obo/DOID_0111457	axiom	1.0	STING-associated vasculopathy with onset in infancy	necrosis	Necrosis is a general symptom where death of a portion of tissue differentially affected by local injury (as loss of blood supply, corrosion, burning, or the local lesion of a disease).
http://purl.obolibrary.org/obo/SYMP_0000296	http://purl.obolibrary.org/obo/DOID_0111497	axiom	1.0	combined oxidative phosphorylation deficiency 34	hepatic dysfunction	
http://purl.obolibrary.org/obo/SYMP_0020049	http://purl.obolibrary.org/obo/DOID_0111500	axiom	1.0	combined oxidative phosphorylation deficiency 23	delayed psychomotor development	A nutrition, metabolism, and development symptom that is characterized by the delay in development child's cognitive, emotional, motor, and social capacities from the beginning of life throughout fetal and neonatal periods, infancy, childhood, and adolescence.
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111515	axiom	1.0	autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 2	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111516	axiom	1.0	autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 4	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111519	axiom	1.0	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 6	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111538	axiom	1.0	paramyotonia congenita of Von Eulenburg	muscle weakness	
http://purl.obolibrary.org/obo/SYMP_0000094	http://purl.obolibrary.org/obo/DOID_0111551	axiom	1.0	neurogenic scapuloperoneal syndrome Kaeser type	muscle weakness	
