symp_iri	doid_iri	disease_name	symptom_name	symptom_definition	method	score
http://purl.obolibrary.org/obo/SYMP_0000151	http://purl.obolibrary.org/obo/DOID_5622	obsolete Major puerperal infectious disease	obsolete systemic infection		cosine	0.8046428561210632
http://purl.obolibrary.org/obo/SYMP_0000152	http://purl.obolibrary.org/obo/DOID_12555	obsolete acute renal failure with lesion of renal cortical necrosis	obsolete systemic necrosis		cosine	0.7629244327545166
http://purl.obolibrary.org/obo/SYMP_0000152	http://purl.obolibrary.org/obo/DOID_3646	necrosis of pituitary	obsolete systemic necrosis		cosine	0.7841787934303284
http://purl.obolibrary.org/obo/SYMP_0000152	http://purl.obolibrary.org/obo/DOID_4037	necrotizing gastritis	obsolete systemic necrosis		cosine	0.7913491129875183
http://purl.obolibrary.org/obo/SYMP_0000152	http://purl.obolibrary.org/obo/DOID_5872	obsolete placental necrosis	obsolete systemic necrosis		cosine	0.7741473913192749
http://purl.obolibrary.org/obo/SYMP_0000152	http://purl.obolibrary.org/obo/DOID_9602	necrotizing fasciitis	obsolete systemic necrosis		cosine	0.7955754995346069
http://purl.obolibrary.org/obo/SYMP_0000153	http://purl.obolibrary.org/obo/DOID_0040099	livedoid vasculitis	vasculitis		cosine	0.7749198079109192
http://purl.obolibrary.org/obo/SYMP_0000153	http://purl.obolibrary.org/obo/DOID_11390	cerebral arteritis	vasculitis		cosine	0.7534794807434082
http://purl.obolibrary.org/obo/SYMP_0000153	http://purl.obolibrary.org/obo/DOID_14680	obsolete hereditary inflammatory vasculitis	vasculitis		cosine	0.8017739057540894
http://purl.obolibrary.org/obo/SYMP_0000153	http://purl.obolibrary.org/obo/DOID_865	vasculitis	vasculitis		cosine	0.8292508721351624
http://purl.obolibrary.org/obo/SYMP_0000153	http://purl.obolibrary.org/obo/DOID_9540	vascular skin disease	vasculitis		cosine	0.7710411548614502
http://purl.obolibrary.org/obo/SYMP_0000154	http://purl.obolibrary.org/obo/DOID_0040097	autoimmune vasculitis	obsolete systemic vasculitis		cosine	0.7618730664253235
http://purl.obolibrary.org/obo/SYMP_0000154	http://purl.obolibrary.org/obo/DOID_0040099	livedoid vasculitis	obsolete systemic vasculitis		cosine	0.7603365778923035
http://purl.obolibrary.org/obo/SYMP_0000154	http://purl.obolibrary.org/obo/DOID_14680	obsolete hereditary inflammatory vasculitis	obsolete systemic vasculitis		cosine	0.8522776365280151
http://purl.obolibrary.org/obo/SYMP_0000154	http://purl.obolibrary.org/obo/DOID_865	vasculitis	obsolete systemic vasculitis		cosine	0.8425018191337585
http://purl.obolibrary.org/obo/SYMP_0000154	http://purl.obolibrary.org/obo/DOID_9540	vascular skin disease	obsolete systemic vasculitis		cosine	0.7465435862541199
http://purl.obolibrary.org/obo/SYMP_0000155	http://purl.obolibrary.org/obo/DOID_13837	obsolete convergence excess or spasm	obsolete tarry droppings		cosine	0.6917898058891296
http://purl.obolibrary.org/obo/SYMP_0000155	http://purl.obolibrary.org/obo/DOID_1406	iritis	obsolete tarry droppings		cosine	0.6982329487800598
http://purl.obolibrary.org/obo/SYMP_0000155	http://purl.obolibrary.org/obo/DOID_5244	obsolete visual alteration	obsolete tarry droppings		cosine	0.7105194330215454
http://purl.obolibrary.org/obo/SYMP_0000155	http://purl.obolibrary.org/obo/DOID_5359	obsolete pure BAC	obsolete tarry droppings		cosine	0.6932407021522522
http://purl.obolibrary.org/obo/SYMP_0000155	http://purl.obolibrary.org/obo/DOID_8205	obsolete alloimmunization	obsolete tarry droppings		cosine	0.7690396904945374
http://purl.obolibrary.org/obo/SYMP_0000156	http://purl.obolibrary.org/obo/DOID_0081058	dipsogenic diabetes insipidus	thirst	Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.	cosine	0.5744854211807251
http://purl.obolibrary.org/obo/SYMP_0000156	http://purl.obolibrary.org/obo/DOID_0081062	obsolete diabetes	thirst	Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.	cosine	0.49460747838020325
http://purl.obolibrary.org/obo/SYMP_0000156	http://purl.obolibrary.org/obo/DOID_10603	glucose intolerance	thirst	Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.	cosine	0.49229350686073303
http://purl.obolibrary.org/obo/SYMP_0000156	http://purl.obolibrary.org/obo/DOID_2833	dehydration polycythemia	thirst	Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.	cosine	0.508826732635498
http://purl.obolibrary.org/obo/SYMP_0000156	http://purl.obolibrary.org/obo/DOID_3067	obsolete taste disorder	thirst	Thirst is a general symptom characterized by a sensation of dryness in the mouth and throat associated with a desire for liquids.	cosine	0.48210418224334717
http://purl.obolibrary.org/obo/SYMP_0000157	http://purl.obolibrary.org/obo/DOID_3278	encapsulated thymoma	thymus symptom		cosine	0.7238288521766663
http://purl.obolibrary.org/obo/SYMP_0000157	http://purl.obolibrary.org/obo/DOID_3281	combined thymoma	thymus symptom		cosine	0.7398178577423096
http://purl.obolibrary.org/obo/SYMP_0000157	http://purl.obolibrary.org/obo/DOID_533	thymus gland disease	thymus symptom		cosine	0.7737164497375488
http://purl.obolibrary.org/obo/SYMP_0000157	http://purl.obolibrary.org/obo/DOID_6307	ectopic thymus	thymus symptom		cosine	0.7669064402580261
http://purl.obolibrary.org/obo/SYMP_0000157	http://purl.obolibrary.org/obo/DOID_7350	thymic dysplasia	thymus symptom		cosine	0.7147534489631653
http://purl.obolibrary.org/obo/SYMP_0000158	http://purl.obolibrary.org/obo/DOID_2529	splenic disease	spleen symptom		cosine	0.8135727643966675
http://purl.obolibrary.org/obo/SYMP_0000158	http://purl.obolibrary.org/obo/DOID_2533	splenic infarction	spleen symptom		cosine	0.6992107629776001
http://purl.obolibrary.org/obo/SYMP_0000158	http://purl.obolibrary.org/obo/DOID_6590	spondylitis	spleen symptom		cosine	0.7046542763710022
http://purl.obolibrary.org/obo/SYMP_0000158	http://purl.obolibrary.org/obo/DOID_8626	obsolete Sezary's disease involving spleen	spleen symptom		cosine	0.7270984053611755
http://purl.obolibrary.org/obo/SYMP_0000158	http://purl.obolibrary.org/obo/DOID_9019	obsolete Mycosis fungoides involving spleen	spleen symptom		cosine	0.7111121416091919
http://purl.obolibrary.org/obo/SYMP_0000159	http://purl.obolibrary.org/obo/DOID_2853	obsolete atrophy of thyroid	obsolete thymus atrophy		cosine	0.7925460338592529
http://purl.obolibrary.org/obo/SYMP_0000159	http://purl.obolibrary.org/obo/DOID_3278	encapsulated thymoma	obsolete thymus atrophy		cosine	0.7682783007621765
http://purl.obolibrary.org/obo/SYMP_0000159	http://purl.obolibrary.org/obo/DOID_3281	combined thymoma	obsolete thymus atrophy		cosine	0.7817857265472412
http://purl.obolibrary.org/obo/SYMP_0000159	http://purl.obolibrary.org/obo/DOID_6307	ectopic thymus	obsolete thymus atrophy		cosine	0.838977575302124
http://purl.obolibrary.org/obo/SYMP_0000159	http://purl.obolibrary.org/obo/DOID_7350	thymic dysplasia	obsolete thymus atrophy		cosine	0.7870933413505554
http://purl.obolibrary.org/obo/SYMP_0000160	http://purl.obolibrary.org/obo/DOID_12001	tracheal lymphoma	tracheobronchitis		cosine	0.7718034386634827
http://purl.obolibrary.org/obo/SYMP_0000160	http://purl.obolibrary.org/obo/DOID_14224	tracheal calcification	tracheobronchitis		cosine	0.8419065475463867
http://purl.obolibrary.org/obo/SYMP_0000160	http://purl.obolibrary.org/obo/DOID_3225	tracheal disease	tracheobronchitis		cosine	0.884186327457428
http://purl.obolibrary.org/obo/SYMP_0000160	http://purl.obolibrary.org/obo/DOID_3227	tracheal stenosis	tracheobronchitis		cosine	0.7930421233177185
http://purl.obolibrary.org/obo/SYMP_0000160	http://purl.obolibrary.org/obo/DOID_4875	trachea adenoid cystic carcinoma	tracheobronchitis		cosine	0.6903286576271057
http://purl.obolibrary.org/obo/SYMP_0000161	http://purl.obolibrary.org/obo/DOID_0050053	obsolete Rickettsia honei spotted fever	obsolete transient fever		cosine	0.7054300904273987
http://purl.obolibrary.org/obo/SYMP_0000161	http://purl.obolibrary.org/obo/DOID_11361	obsolete tickborne fever	obsolete transient fever		cosine	0.819918692111969
http://purl.obolibrary.org/obo/SYMP_0000161	http://purl.obolibrary.org/obo/DOID_12097	obsolete rat-bite fever	obsolete transient fever		cosine	0.720788300037384
http://purl.obolibrary.org/obo/SYMP_0000161	http://purl.obolibrary.org/obo/DOID_14044	obsolete rheumatic pericarditis	obsolete transient fever		cosine	0.6956125497817993
http://purl.obolibrary.org/obo/SYMP_0000161	http://purl.obolibrary.org/obo/DOID_3653	obsolete laboratory infectious disease	obsolete transient fever		cosine	0.7309691309928894
http://purl.obolibrary.org/obo/SYMP_0000162	http://purl.obolibrary.org/obo/DOID_0081295	essential tremor 6	tremor	Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease.	cosine	0.6906878352165222
http://purl.obolibrary.org/obo/SYMP_0000162	http://purl.obolibrary.org/obo/DOID_0111428	essential tremor 1	tremor	Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease.	cosine	0.6731696128845215
http://purl.obolibrary.org/obo/SYMP_0000162	http://purl.obolibrary.org/obo/DOID_0111429	essential tremor 2	tremor	Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease.	cosine	0.6701161861419678
http://purl.obolibrary.org/obo/SYMP_0000162	http://purl.obolibrary.org/obo/DOID_0111432	essential tremor 5	tremor	Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease.	cosine	0.665252685546875
http://purl.obolibrary.org/obo/SYMP_0000162	http://purl.obolibrary.org/obo/DOID_4990	essential tremor	tremor	Tremor is a generial symptom characterized by a trembling or shaking usually from physical weakness, emotional stress, or disease.	cosine	0.786436915397644
http://purl.obolibrary.org/obo/SYMP_0000163	http://purl.obolibrary.org/obo/DOID_13696	obsolete vesicoureteral reflux with reflux nephropathy	obsolete ulcerative dermal vesicles		cosine	0.7143786549568176
http://purl.obolibrary.org/obo/SYMP_0000163	http://purl.obolibrary.org/obo/DOID_8775	obsolete ulcerative proctosigmoiditis	obsolete ulcerative dermal vesicles		cosine	0.7029834389686584
http://purl.obolibrary.org/obo/SYMP_0000163	http://purl.obolibrary.org/obo/DOID_8907	obsolete ulcerative proctitis	obsolete ulcerative dermal vesicles		cosine	0.7175938487052917
http://purl.obolibrary.org/obo/SYMP_0000163	http://purl.obolibrary.org/obo/DOID_9365	vesiculitis	obsolete ulcerative dermal vesicles		cosine	0.7838793396949768
http://purl.obolibrary.org/obo/SYMP_0000163	http://purl.obolibrary.org/obo/DOID_9483	ulcerative blepharitis	obsolete ulcerative dermal vesicles		cosine	0.7109906673431396
http://purl.obolibrary.org/obo/SYMP_0000164	http://purl.obolibrary.org/obo/DOID_0050951	hereditary ataxia	incoordination	A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins.	cosine	0.5858826041221619
http://purl.obolibrary.org/obo/SYMP_0000164	http://purl.obolibrary.org/obo/DOID_423	myopathy	incoordination	A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins.	cosine	0.5852895975112915
http://purl.obolibrary.org/obo/SYMP_0000164	http://purl.obolibrary.org/obo/DOID_480	movement disease	incoordination	A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins.	cosine	0.6082171201705933
http://purl.obolibrary.org/obo/SYMP_0000164	http://purl.obolibrary.org/obo/DOID_4990	essential tremor	incoordination	A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins.	cosine	0.6057519912719727
http://purl.obolibrary.org/obo/SYMP_0000164	http://purl.obolibrary.org/obo/DOID_9923	developmental coordination disorder	incoordination	A coordination symptom that is characterized by a loss of complicated body movements, which may be caused by disease, injury, or toxins.	cosine	0.7108064889907837
http://purl.obolibrary.org/obo/SYMP_0000165	http://purl.obolibrary.org/obo/DOID_11162	respiratory failure	obsolete upper respiratory distress		cosine	0.7396029233932495
http://purl.obolibrary.org/obo/SYMP_0000165	http://purl.obolibrary.org/obo/DOID_13192	obsolete pulmonary congestion and hypostasis	obsolete upper respiratory distress		cosine	0.7407156825065613
http://purl.obolibrary.org/obo/SYMP_0000165	http://purl.obolibrary.org/obo/DOID_4298	obsolete respiratory system abnormality	obsolete upper respiratory distress		cosine	0.8649097084999084
http://purl.obolibrary.org/obo/SYMP_0000165	http://purl.obolibrary.org/obo/DOID_5354	obsolete lung PAP-AD	obsolete upper respiratory distress		cosine	0.7241674661636353
http://purl.obolibrary.org/obo/SYMP_0000165	http://purl.obolibrary.org/obo/DOID_8514	acute pulmonary heart disease	obsolete upper respiratory distress		cosine	0.742687463760376
http://purl.obolibrary.org/obo/SYMP_0000166	http://purl.obolibrary.org/obo/DOID_484	vascular hemostatic disease	obsolete vascular lesions		cosine	0.7650007009506226
http://purl.obolibrary.org/obo/SYMP_0000166	http://purl.obolibrary.org/obo/DOID_5456	obsolete spinal vascular disorder	obsolete vascular lesions		cosine	0.7653865814208984
http://purl.obolibrary.org/obo/SYMP_0000166	http://purl.obolibrary.org/obo/DOID_60006	benign vascular tumor	obsolete vascular lesions		cosine	0.846499502658844
http://purl.obolibrary.org/obo/SYMP_0000166	http://purl.obolibrary.org/obo/DOID_7847	obsolete vascular hemorrhagic disorder	obsolete vascular lesions		cosine	0.7889215350151062
http://purl.obolibrary.org/obo/SYMP_0000166	http://purl.obolibrary.org/obo/DOID_9540	vascular skin disease	obsolete vascular lesions		cosine	0.780453622341156
http://purl.obolibrary.org/obo/SYMP_0000167	http://purl.obolibrary.org/obo/DOID_3646	necrosis of pituitary	obsolete vascular necrosis		cosine	0.7765334844589233
http://purl.obolibrary.org/obo/SYMP_0000167	http://purl.obolibrary.org/obo/DOID_484	vascular hemostatic disease	obsolete vascular necrosis		cosine	0.7809962630271912
http://purl.obolibrary.org/obo/SYMP_0000167	http://purl.obolibrary.org/obo/DOID_5872	obsolete placental necrosis	obsolete vascular necrosis		cosine	0.764640748500824
http://purl.obolibrary.org/obo/SYMP_0000167	http://purl.obolibrary.org/obo/DOID_7847	obsolete vascular hemorrhagic disorder	obsolete vascular necrosis		cosine	0.777042031288147
http://purl.obolibrary.org/obo/SYMP_0000167	http://purl.obolibrary.org/obo/DOID_9540	vascular skin disease	obsolete vascular necrosis		cosine	0.760318398475647
http://purl.obolibrary.org/obo/SYMP_0000168	http://purl.obolibrary.org/obo/DOID_1726	partial of retinal vein occlusion	obsolete vein swelling		cosine	0.7150870561599731
http://purl.obolibrary.org/obo/SYMP_0000168	http://purl.obolibrary.org/obo/DOID_1727	retinal vein occlusion	obsolete vein swelling		cosine	0.7181621193885803
http://purl.obolibrary.org/obo/SYMP_0000168	http://purl.obolibrary.org/obo/DOID_2450	central retinal vein occlusion	obsolete vein swelling		cosine	0.7216433882713318
http://purl.obolibrary.org/obo/SYMP_0000168	http://purl.obolibrary.org/obo/DOID_390	obsolete venous problem	obsolete vein swelling		cosine	0.7531893849372864
http://purl.obolibrary.org/obo/SYMP_0000168	http://purl.obolibrary.org/obo/DOID_866	vein disease	obsolete vein swelling		cosine	0.7543870210647583
http://purl.obolibrary.org/obo/SYMP_0000169	http://purl.obolibrary.org/obo/DOID_11330	erysipelas	obsolete vesicles on feet		cosine	0.6914746761322021
http://purl.obolibrary.org/obo/SYMP_0000169	http://purl.obolibrary.org/obo/DOID_11441	obsolete macrodactylia of toes	obsolete vesicles on feet		cosine	0.6816255450248718
http://purl.obolibrary.org/obo/SYMP_0000169	http://purl.obolibrary.org/obo/DOID_13696	obsolete vesicoureteral reflux with reflux nephropathy	obsolete vesicles on feet		cosine	0.6793950200080872
http://purl.obolibrary.org/obo/SYMP_0000169	http://purl.obolibrary.org/obo/DOID_2469	obsolete swine erysipelas	obsolete vesicles on feet		cosine	0.6828391551971436
http://purl.obolibrary.org/obo/SYMP_0000169	http://purl.obolibrary.org/obo/DOID_9365	vesiculitis	obsolete vesicles on feet		cosine	0.7487673759460449
http://purl.obolibrary.org/obo/SYMP_0000170	http://purl.obolibrary.org/obo/DOID_12338	obsolete redundant prepuce and phimosis	obsolete vesicles on hoof corona		cosine	0.6336073279380798
http://purl.obolibrary.org/obo/SYMP_0000170	http://purl.obolibrary.org/obo/DOID_13694	obsolete unilateral vesicoureteral reflux with reflux nephropathy	obsolete vesicles on hoof corona		cosine	0.6108843088150024
http://purl.obolibrary.org/obo/SYMP_0000170	http://purl.obolibrary.org/obo/DOID_13696	obsolete vesicoureteral reflux with reflux nephropathy	obsolete vesicles on hoof corona		cosine	0.6333591938018799
http://purl.obolibrary.org/obo/SYMP_0000170	http://purl.obolibrary.org/obo/DOID_2469	obsolete swine erysipelas	obsolete vesicles on hoof corona		cosine	0.627267599105835
http://purl.obolibrary.org/obo/SYMP_0000170	http://purl.obolibrary.org/obo/DOID_9365	vesiculitis	obsolete vesicles on hoof corona		cosine	0.6836830973625183
http://purl.obolibrary.org/obo/SYMP_0000171	http://purl.obolibrary.org/obo/DOID_11330	erysipelas	obsolete vesicles on mouth		cosine	0.6747156977653503
http://purl.obolibrary.org/obo/SYMP_0000171	http://purl.obolibrary.org/obo/DOID_12338	obsolete redundant prepuce and phimosis	obsolete vesicles on mouth		cosine	0.6723136901855469
http://purl.obolibrary.org/obo/SYMP_0000171	http://purl.obolibrary.org/obo/DOID_13694	obsolete unilateral vesicoureteral reflux with reflux nephropathy	obsolete vesicles on mouth		cosine	0.6760697960853577
http://purl.obolibrary.org/obo/SYMP_0000171	http://purl.obolibrary.org/obo/DOID_13696	obsolete vesicoureteral reflux with reflux nephropathy	obsolete vesicles on mouth		cosine	0.7078021168708801
http://purl.obolibrary.org/obo/SYMP_0000171	http://purl.obolibrary.org/obo/DOID_9365	vesiculitis	obsolete vesicles on mouth		cosine	0.7875357270240784
http://purl.obolibrary.org/obo/SYMP_0000172	http://purl.obolibrary.org/obo/DOID_11330	erysipelas	obsolete vesicles on teats		cosine	0.6145616173744202
http://purl.obolibrary.org/obo/SYMP_0000172	http://purl.obolibrary.org/obo/DOID_12338	obsolete redundant prepuce and phimosis	obsolete vesicles on teats		cosine	0.6342982649803162
http://purl.obolibrary.org/obo/SYMP_0000172	http://purl.obolibrary.org/obo/DOID_13696	obsolete vesicoureteral reflux with reflux nephropathy	obsolete vesicles on teats		cosine	0.6399432420730591
http://purl.obolibrary.org/obo/SYMP_0000172	http://purl.obolibrary.org/obo/DOID_5334	paraphimosis	obsolete vesicles on teats		cosine	0.6168819069862366
http://purl.obolibrary.org/obo/SYMP_0000172	http://purl.obolibrary.org/obo/DOID_9365	vesiculitis	obsolete vesicles on teats		cosine	0.7079876065254211
http://purl.obolibrary.org/obo/SYMP_0000173	http://purl.obolibrary.org/obo/DOID_3137	obsolete multiple symmetrical lipomatosis	obsolete vesicular lesions on lip border		cosine	0.6941854953765869
http://purl.obolibrary.org/obo/SYMP_0000173	http://purl.obolibrary.org/obo/DOID_3923	diffuse lipomatosis	obsolete vesicular lesions on lip border		cosine	0.6858039498329163
http://purl.obolibrary.org/obo/SYMP_0000173	http://purl.obolibrary.org/obo/DOID_3927	pelvic lipomatosis	obsolete vesicular lesions on lip border		cosine	0.6797766089439392
http://purl.obolibrary.org/obo/SYMP_0000173	http://purl.obolibrary.org/obo/DOID_9297	lip disease	obsolete vesicular lesions on lip border		cosine	0.6879956722259521
http://purl.obolibrary.org/obo/SYMP_0000173	http://purl.obolibrary.org/obo/DOID_9365	vesiculitis	obsolete vesicular lesions on lip border		cosine	0.6919161081314087
http://purl.obolibrary.org/obo/SYMP_0000174	http://purl.obolibrary.org/obo/DOID_0014667	disease of metabolism	wasting	A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS).	cosine	0.6382361650466919
http://purl.obolibrary.org/obo/SYMP_0000174	http://purl.obolibrary.org/obo/DOID_1313	obsolete HIV wasting syndrome	wasting	A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS).	cosine	0.6801398396492004
http://purl.obolibrary.org/obo/SYMP_0000174	http://purl.obolibrary.org/obo/DOID_1314	obsolete wasting syndrome	wasting	A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS).	cosine	0.8119126558303833
http://purl.obolibrary.org/obo/SYMP_0000174	http://purl.obolibrary.org/obo/DOID_3530	chronic wasting disease	wasting	A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS).	cosine	0.8333698511123657
http://purl.obolibrary.org/obo/SYMP_0000174	http://purl.obolibrary.org/obo/DOID_767	muscular atrophy	wasting	A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS).	cosine	0.6861673593521118
http://purl.obolibrary.org/obo/SYMP_0000175	http://purl.obolibrary.org/obo/DOID_11371	functional diarrhea	obsolete watery diarrhea		cosine	0.8337931632995605
http://purl.obolibrary.org/obo/SYMP_0000175	http://purl.obolibrary.org/obo/DOID_11606	obsolete ileal disease	obsolete watery diarrhea		cosine	0.7093210220336914
http://purl.obolibrary.org/obo/SYMP_0000175	http://purl.obolibrary.org/obo/DOID_2770	obsolete diaper rash	obsolete watery diarrhea		cosine	0.7091925740242004
http://purl.obolibrary.org/obo/SYMP_0000175	http://purl.obolibrary.org/obo/DOID_8448	intestinal impaction	obsolete watery diarrhea		cosine	0.7054884433746338
http://purl.obolibrary.org/obo/SYMP_0000175	http://purl.obolibrary.org/obo/DOID_8530	obsolete toxic gastroenteritis and colitis	obsolete watery diarrhea		cosine	0.7321202158927917
http://purl.obolibrary.org/obo/SYMP_0000176	http://purl.obolibrary.org/obo/DOID_1729	retinal vascular occlusion	obsolete watery ocular discharge		cosine	0.7042683959007263
http://purl.obolibrary.org/obo/SYMP_0000176	http://purl.obolibrary.org/obo/DOID_233	obsolete ocular tuberculosis	obsolete watery ocular discharge		cosine	0.7295728325843811
http://purl.obolibrary.org/obo/SYMP_0000176	http://purl.obolibrary.org/obo/DOID_789	obsolete hypotony of eye associated with another ocular disorder	obsolete watery ocular discharge		cosine	0.7037316560745239
http://purl.obolibrary.org/obo/SYMP_0000176	http://purl.obolibrary.org/obo/DOID_790	ocular hypotension	obsolete watery ocular discharge		cosine	0.7134496569633484
http://purl.obolibrary.org/obo/SYMP_0000176	http://purl.obolibrary.org/obo/DOID_9379	obsolete glaucoma with ocular inflammation	obsolete watery ocular discharge		cosine	0.6977367997169495
http://purl.obolibrary.org/obo/SYMP_0000177	http://purl.obolibrary.org/obo/DOID_1142	alternating exotropia	weakness		cosine	0.715634822845459
http://purl.obolibrary.org/obo/SYMP_0000177	http://purl.obolibrary.org/obo/DOID_13837	obsolete convergence excess or spasm	weakness		cosine	0.7233881950378418
http://purl.obolibrary.org/obo/SYMP_0000177	http://purl.obolibrary.org/obo/DOID_1406	iritis	weakness		cosine	0.7357472777366638
http://purl.obolibrary.org/obo/SYMP_0000177	http://purl.obolibrary.org/obo/DOID_8205	obsolete alloimmunization	weakness		cosine	0.7586954832077026
http://purl.obolibrary.org/obo/SYMP_0000177	http://purl.obolibrary.org/obo/DOID_9835	refractive error	weakness		cosine	0.7201263904571533
http://purl.obolibrary.org/obo/SYMP_0000178	http://purl.obolibrary.org/obo/DOID_0080298	complete generalized lipodystrophy	weight loss	A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.	cosine	0.6229652762413025
http://purl.obolibrary.org/obo/SYMP_0000178	http://purl.obolibrary.org/obo/DOID_0080299	partial lipodystrophy	weight loss	A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.	cosine	0.6202062964439392
http://purl.obolibrary.org/obo/SYMP_0000178	http://purl.obolibrary.org/obo/DOID_11981	morbid obesity	weight loss	A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.	cosine	0.619778037071228
http://purl.obolibrary.org/obo/SYMP_0000178	http://purl.obolibrary.org/obo/DOID_811	lipodystrophy	weight loss	A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.	cosine	0.5928400158882141
http://purl.obolibrary.org/obo/SYMP_0000178	http://purl.obolibrary.org/obo/DOID_9970	obesity	weight loss	A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease.	cosine	0.6368350982666016
http://purl.obolibrary.org/obo/SYMP_0000179	http://purl.obolibrary.org/obo/DOID_13837	obsolete convergence excess or spasm	obsolete wet droppings		cosine	0.7034850120544434
http://purl.obolibrary.org/obo/SYMP_0000179	http://purl.obolibrary.org/obo/DOID_5244	obsolete visual alteration	obsolete wet droppings		cosine	0.7192040681838989
http://purl.obolibrary.org/obo/SYMP_0000179	http://purl.obolibrary.org/obo/DOID_5359	obsolete pure BAC	obsolete wet droppings		cosine	0.6668890118598938
http://purl.obolibrary.org/obo/SYMP_0000179	http://purl.obolibrary.org/obo/DOID_8205	obsolete alloimmunization	obsolete wet droppings		cosine	0.7257492542266846
http://purl.obolibrary.org/obo/SYMP_0000179	http://purl.obolibrary.org/obo/DOID_9835	refractive error	obsolete wet droppings		cosine	0.6854310631752014
http://purl.obolibrary.org/obo/SYMP_0000180	http://purl.obolibrary.org/obo/DOID_13738	hepatic infarction	liver symptom		cosine	0.780958354473114
http://purl.obolibrary.org/obo/SYMP_0000180	http://purl.obolibrary.org/obo/DOID_14018	alcoholic liver cirrhosis	liver symptom		cosine	0.7686817049980164
http://purl.obolibrary.org/obo/SYMP_0000180	http://purl.obolibrary.org/obo/DOID_2237	hepatitis	liver symptom		cosine	0.7655472159385681
http://purl.obolibrary.org/obo/SYMP_0000180	http://purl.obolibrary.org/obo/DOID_409	liver disease	liver symptom		cosine	0.8272517323493958
http://purl.obolibrary.org/obo/SYMP_0000180	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis	liver symptom		cosine	0.7895784378051758
http://purl.obolibrary.org/obo/SYMP_0000181	http://purl.obolibrary.org/obo/DOID_13738	hepatic infarction	obsolete yellow liver		cosine	0.7730769515037537
http://purl.obolibrary.org/obo/SYMP_0000181	http://purl.obolibrary.org/obo/DOID_409	liver disease	obsolete yellow liver		cosine	0.7462314963340759
http://purl.obolibrary.org/obo/SYMP_0000181	http://purl.obolibrary.org/obo/DOID_5028	obsolete recurrent cancer of Liver	obsolete yellow liver		cosine	0.7459586262702942
http://purl.obolibrary.org/obo/SYMP_0000181	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis	obsolete yellow liver		cosine	0.7650899291038513
http://purl.obolibrary.org/obo/SYMP_0000181	http://purl.obolibrary.org/obo/DOID_920	obsolete childhood liver neoplasm	obsolete yellow liver		cosine	0.7793047428131104
http://purl.obolibrary.org/obo/SYMP_0000182	http://purl.obolibrary.org/obo/DOID_1392	pseudopapilledema	bubo		cosine	0.6872073411941528
