iri	id	name	exact_synonym	related_synonym	definition
http://purl.obolibrary.org/obo/SYMP_0000222	SYMP:0000222	limb weakness	extremities weakness	None	None
http://purl.obolibrary.org/obo/SYMP_0000223	SYMP:0000223	arm weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000224	SYMP:0000224	leg weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000225	SYMP:0000225	asthenia	loss of strength	None	None
http://purl.obolibrary.org/obo/SYMP_0000226	SYMP:0000226	atrial fibrillation	AFib	None	A cardiac fibrillation consisting of a very rapid uncoordinated contractions of the atria of the heart resulting in a lack of synchronism between heartbeat and pulse beat.
http://purl.obolibrary.org/obo/SYMP_0000227	SYMP:0000227	blood vessel infection	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000228	SYMP:0000228	hemorrhagic diarrhea	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000229	SYMP:0000229	bloody stool	blood in stool	None	None
http://purl.obolibrary.org/obo/SYMP_0000230	SYMP:0000230	body ache	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000231	SYMP:0000231	bradycardia	None	None	Bradycardia is a cardiovascular system symptom consisting of a relatively slow heart action whether physiological or pathological.
http://purl.obolibrary.org/obo/SYMP_0000232	SYMP:0000232	bronchiolitis	bronchioles inflammation	None	A respiratory system and chest symptom that is characterized by an inflammation of the bronchioles.
http://purl.obolibrary.org/obo/SYMP_0000233	SYMP:0000233	inability to think clearly	decreased sensorium	None	None
http://purl.obolibrary.org/obo/SYMP_0000234	SYMP:0000234	cloudy cornea	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000235	SYMP:0000235	colic	None	None	A pain that is characterized by the condition marked by recurrent episodes of prolonged and uncontrollable crying and irritability in an otherwise healthy infant that is of unknown cause and usually subsides after three to four months of age.
http://purl.obolibrary.org/obo/SYMP_0000236	SYMP:0000236	colicky pain	None	None	A pain that is characterized by an attack of acute abdominal pain localized in a hollow organ or part (as the small intestine, ureter, or bile duct) and often caused by spasm, obstruction, or twisting.
http://purl.obolibrary.org/obo/SYMP_0000237	SYMP:0000237	congestion	stuffy nose	None	A respiratory system and chest symptom that is characterized by an excessive accumulation especially of blood or mucus.
http://purl.obolibrary.org/obo/SYMP_0000238	SYMP:0000238	continuous profuse salivation	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000239	SYMP:0000239	cornea symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000240	SYMP:0000240	corneal opacity	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000241	SYMP:0000241	corneal ulcers	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000242	SYMP:0000242	cough with bloody sputum	None	None	A cough that is characterized by production and expectoration (bringing up) of sputum that is bright red or pink and frothy.
http://purl.obolibrary.org/obo/SYMP_0000243	SYMP:0000243	cyclic fever	recurrent fever	intermittent fever	A fever that is characterized by occurring during periodic episodes.
http://purl.obolibrary.org/obo/SYMP_0000244	SYMP:0000244	alteration of appetite	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000245	SYMP:0000245	decreased appetite	poor appetite	None	An alteration of appetite that is characterized by a reduced desire to eat.
http://purl.obolibrary.org/obo/SYMP_0000246	SYMP:0000246	increased appetite	None	None	An alteration of appetite that is characterized by an desire to eat, an excess desire for food.
http://purl.obolibrary.org/obo/SYMP_0000247	SYMP:0000247	proprioception symptom	None	None	A neurological and physiological symptom that is characterized by one's body’s ability to sense movement, action, and location and results from sensory receptors in one's nervous system and body (muscles, joints, and tendons).
http://purl.obolibrary.org/obo/SYMP_0000248	SYMP:0000248	decreased conscious proprioception	None	None	A proprioception symptom that is characterized by a decreased ability of an organism to consciously process the reception of stimuli produced within the organism.
http://purl.obolibrary.org/obo/SYMP_0000249	SYMP:0000249	reflex symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000250	SYMP:0000250	decreased flexor withdrawal reflex	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000251	SYMP:0000251	dermal abscess	subcutaneous abscess	None	A skin and integumentary tissue symptom that is characterized by a pus-filled pocket in the skin, similar to a pimple, but larger and deeper.  The pocket is filled with bacteria, white blood cells, and dead skin and typcally result from the bacteria Staphylococcus aureus prentrating the skin through a cut or hair follicle.
http://purl.obolibrary.org/obo/SYMP_0000252	SYMP:0000252	diffuse rash	diffuse erythema	None	A rash characterized by large patches of red skin, without overlying changes in the epidermis.
http://purl.obolibrary.org/obo/SYMP_0000253	SYMP:0000253	anisocoria	enlargement of one pupil	None	None
http://purl.obolibrary.org/obo/SYMP_0000254	SYMP:0000254	dilated pupil	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000255	SYMP:0000255	diminished gastro-intestinal motility	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000256	SYMP:0000256	diminished gag reflex	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000257	SYMP:0000257	absent gag reflex	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000258	SYMP:0000258	double vision	diplopia	None	None
http://purl.obolibrary.org/obo/SYMP_0000259	SYMP:0000259	dry hacking cough	None	None	A dry cough that is characterized by a rough and loud sound.
http://purl.obolibrary.org/obo/SYMP_0000260	SYMP:0000260	dry mouth	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000261	SYMP:0000261	dry mucous membrane	dry mucous membranes	None	None
http://purl.obolibrary.org/obo/SYMP_0000262	SYMP:0000262	endocarditis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000263	SYMP:0000263	epididymitis	inflammation of the epididymis	None	A reproductive system symptom that is characterized by an inflammation of the epididymis.
http://purl.obolibrary.org/obo/SYMP_0000264	SYMP:0000264	epididymorchitis	epididymo-orchitis	None	A reproductive system symptom that is characterized by inflammation of the epididymis and/or testicle (testis).
http://purl.obolibrary.org/obo/SYMP_0000265	SYMP:0000265	obsolete absence seizure	petit mal seizure	None	None
http://purl.obolibrary.org/obo/SYMP_0000266	SYMP:0000266	focal seizure	partial seizure	None	None
http://purl.obolibrary.org/obo/SYMP_0000267	SYMP:0000267	generalized seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000268	SYMP:0000268	tonic-clonic seizure	grand mal seizure	None	None
http://purl.obolibrary.org/obo/SYMP_0000269	SYMP:0000269	epileptic seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000270	SYMP:0000270	simple partial seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000271	SYMP:0000271	complex partial seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000272	SYMP:0000272	myoclonic seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000273	SYMP:0000273	clonic seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000274	SYMP:0000274	tonic seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000275	SYMP:0000275	atonic seizure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000276	SYMP:0000276	obsolete excess pericardial fluid	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000277	SYMP:0000277	excess salivation	profuse salivation	None	None
http://purl.obolibrary.org/obo/SYMP_0000278	SYMP:0000278	extensive ulcer	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000279	SYMP:0000279	extreme exhaustion	None	None	An exhaustion that is characterized by exceeding the ordinary, usual, or expected.
http://purl.obolibrary.org/obo/SYMP_0000280	SYMP:0000280	extreme fatigue	None	None	A fatigue that is characterized by exceeding the ordinary, usual, or expected.
http://purl.obolibrary.org/obo/SYMP_0000281	SYMP:0000281	eye discharge	ocular discharge	None	None
http://purl.obolibrary.org/obo/SYMP_0000282	SYMP:0000282	fixed dilated pupils	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000283	SYMP:0000283	facial paralysis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000284	SYMP:0000284	fixed pupil	fixed pupils	None	None
http://purl.obolibrary.org/obo/SYMP_0000285	SYMP:0000285	flaccid paralysis	None	None	A paralysis that is charicterized by a lack of muscle tone in the affected muscles and in which tendon reflexes are decreased or absent.
http://purl.obolibrary.org/obo/SYMP_0000286	SYMP:0000286	obsolete floppy head	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000287	SYMP:0000287	arrhythmia	dysrhythmia	fluctuation of heart rate	Arrhythmia is a cardiovascular system symptom consisting of an alteration in rhythm of the heartbeat either in time or force.
http://purl.obolibrary.org/obo/SYMP_0000288	SYMP:0000288	obsolete fluctuation of heart rate	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000289	SYMP:0000289	eczema	None	None	A skin and integumentary tissue symptom that is characterized by an inflammatory condition of the skin with redness, itching, and oozing vesicular lesions, which become scaly, crusted, or hardened.
http://purl.obolibrary.org/obo/SYMP_0000290	SYMP:0000290	belching	eructation	None	Belching is a digestive system symptom involving the sudden expulsion of gas from the stomach through the mouth.
http://purl.obolibrary.org/obo/SYMP_0000291	SYMP:0000291	gas pain	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000292	SYMP:0000292	heart failure	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000293	SYMP:0000293	hemiparesis	None	None	A paralysis that is characterized by a weakness or the inability to move on one side of the body.
http://purl.obolibrary.org/obo/SYMP_0000294	SYMP:0000294	hemolysis	haemolysis	None	None
http://purl.obolibrary.org/obo/SYMP_0000295	SYMP:0000295	hepatic abscess	hepatic abscesses	None	hepatic abscess is a liver symptom characterized by a pus-filled mass in the liver that can develop from injury to the liver or an intraabdominal infection disseminated from the portal circulation.
http://purl.obolibrary.org/obo/SYMP_0000296	SYMP:0000296	hepatic dysfunction	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000297	SYMP:0000297	hilar lymphadenitis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000298	SYMP:0000298	hoarse voice	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000299	SYMP:0000299	hyperemia	hyperemic	None	Hyperemia is a hemic system symptom consisting of an excess of blood in a body part as from an increased flow of blood due to vasodilation.
http://purl.obolibrary.org/obo/SYMP_0000300	SYMP:0000300	hyperesthesia	hyperaesthesia	None	A sensation perception that is characterized by an increased sensitivity to stimulation.
http://purl.obolibrary.org/obo/SYMP_0000301	SYMP:0000301	hypopyon	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000302	SYMP:0000302	hypothermia	None	None	A neurological and physiological symptom that is characterized by a subnormal temperature of the body, as defined by a temperature under 36.6 degrees Celcius (97.8 degrees Fahrenheit).
http://purl.obolibrary.org/obo/SYMP_0000303	SYMP:0000303	hypoxemia	hypoxaemia	None	None
http://purl.obolibrary.org/obo/SYMP_0000304	SYMP:0000304	impaired coordination	None	None	A coordination symptom that is characterized by weakened or imperfect body complicated  movement, which may be caused by disease, injury, or toxins.
http://purl.obolibrary.org/obo/SYMP_0000305	SYMP:0000305	impaired gag reflex	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000306	SYMP:0000306	inability to feed	None	None	A feeding difficulties and mismanagement that is characterized by a lack of feeding capacity.
http://purl.obolibrary.org/obo/SYMP_0000307	SYMP:0000307	inibility to stand	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000308	SYMP:0000308	inability to swallow	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000309	SYMP:0000309	loss of appetite	inappetence	None	An alteration of appetite that is characterized by a loss of desire to eat, i.e. no desire to eat.
http://purl.obolibrary.org/obo/SYMP_0000310	SYMP:0000310	inflamed eyes	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000311	SYMP:0000311	intestinal hypermotility	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000312	SYMP:0000312	joint symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000313	SYMP:0000313	joint inflammation	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000314	SYMP:0000314	keratitis	inflammation of the cornea of the eye	None	None
http://purl.obolibrary.org/obo/SYMP_0000315	SYMP:0000315	lateroventral deviation of the head	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000316	SYMP:0000316	leg cramp	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000317	SYMP:0000317	obsolete leukopenia	low white blood cell count	None	None
http://purl.obolibrary.org/obo/SYMP_0000318	SYMP:0000318	loss of balance	None	None	A  balance symptom that is characterized by an inability to stay upright and move confidently.  Loss of balance may be due to problems in the inner ear, the brain, or the heart. Aging, infections, head injury, certain medicines, and problems with blood circulation may also cause balance problems.
http://purl.obolibrary.org/obo/SYMP_0000319	SYMP:0000319	loss of tendon reflex	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000320	SYMP:0000320	vision symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000321	SYMP:0000321	loss of vision	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000322	SYMP:0000322	low birth weight	None	None	A weight symptom that is characterized by an infant weighing 5.5 pounds (2500 grams) or less at birth.  Low birth weight may occur with premature birth, or due to smoking cigarettes, secondhand tobacco smoke exposure, drinking alcohol, and taking certain drugs during pregnancy.
http://purl.obolibrary.org/obo/SYMP_0000323	SYMP:0000323	melena	melaena	None	A feces and droppings symptom that is characterized by the passage of dark tarry stools containing decomposing blood that is usually an indication of bleeding in the upper part of the alimentary canal and especially the esophagus, stomach, and duodenum.
http://purl.obolibrary.org/obo/SYMP_0000324	SYMP:0000324	bronchitis	None	None	A respiratory system and chest symptom that is characterized by an acute or chronic inflammation of the bronchial tubes.
http://purl.obolibrary.org/obo/SYMP_0000325	SYMP:0000325	mild bronchitis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000326	SYMP:0000326	mild hypotension	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000327	SYMP:0000327	tetanic convulsion	tetanic convulsions	None	A convulsion that is characterized by a tonic spasm (prolonged contraction of the muscles), without loss of consciousness and often associated with hypocalcemia.
http://purl.obolibrary.org/obo/SYMP_0000328	SYMP:0000328	mild tetanic convulsion	None	None	A tetanic convulsion that is not intense (not severe).
http://purl.obolibrary.org/obo/SYMP_0000329	SYMP:0000329	motor weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000330	SYMP:0000330	mouth sore	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000331	SYMP:0000331	muscle ache	None	None	A pain that is characterized by a continuous or prolonged dull pain.
http://purl.obolibrary.org/obo/SYMP_0000332	SYMP:0000332	muscle soreness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000333	SYMP:0000333	muscle tenderness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000334	SYMP:0000334	muscle necrosis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000335	SYMP:0000335	neck weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000336	SYMP:0000336	neurological dysfunction	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000337	SYMP:0000337	night sweats	sleep hyperhidrosis	None	None
http://purl.obolibrary.org/obo/SYMP_0000338	SYMP:0000338	nystagmus	rapid involuntary rhythmic eye movement	None	None
http://purl.obolibrary.org/obo/SYMP_0000339	SYMP:0000339	occasional diplopia	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000340	SYMP:0000340	limb edema	oedema of the limbs	None	An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the limbs.
http://purl.obolibrary.org/obo/SYMP_0000341	SYMP:0000341	obsolete ophthalmoplegia	eye movement paralysis	None	None
http://purl.obolibrary.org/obo/SYMP_0000342	SYMP:0000342	slurred speech	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000343	SYMP:0000343	painful lymph glands	painful lymph nodes	None	A pain that is characterized by a pain situated, or occurring, in the lymph gland (lymph node). Pain is often associated with swelling of the gland, which is a sign that one's body is fighting an infection.
http://purl.obolibrary.org/obo/SYMP_0000344	SYMP:0000344	palpebral edema	edema of the eyelid	None	An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the eyelids.
http://purl.obolibrary.org/obo/SYMP_0000345	SYMP:0000345	panting respiration	None	None	A respiratory abnormality that is characterized by short, shallow, and rapid breathing.
http://purl.obolibrary.org/obo/SYMP_0000346	SYMP:0000346	papule	None	None	A skin and integumentary tissue symptom that is characterized by a small solid usually conical elevation of the skin caused by inflammation, accumulated secretion, or hypertrophy of tissue elements.
http://purl.obolibrary.org/obo/SYMP_0000347	SYMP:0000347	lip paralysis	paralysed lips	None	None
http://purl.obolibrary.org/obo/SYMP_0000348	SYMP:0000348	throat muscle paralysis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000349	SYMP:0000349	paraplegia	None	None	A paralysis that is characterized by a complete, or partial, loss of function of the lower half of the body with involvement of both legs that is usually due to injury or disease of the spinal cord in the thoracic or lumbar region.
http://purl.obolibrary.org/obo/SYMP_0000350	SYMP:0000350	parotid abscess	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000351	SYMP:0000351	obsolete partial paralysis of the limbs	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000352	SYMP:0000352	peripheral muscle weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000353	SYMP:0000353	phlegm	None	None	A respiratory system and chest symptom that is characterized by a viscid mucus secreted in abnormal quantity in the respiratory passages.
http://purl.obolibrary.org/obo/SYMP_0000354	SYMP:0000354	pneumonitis	inflammation of lung tissue	None	A respiratory system and chest symptom that is characterized by an inflammation of lung tissue. Pneumonia is one type of pneumonitis caused by an infection. Many other factors can cause pneumonitis, including breathing in animal dander, inhaling small food particles 'down the wrong pipe' and receiving radiation therapy to your chest.
http://purl.obolibrary.org/obo/SYMP_0000355	SYMP:0000355	poor feeding	None	None	A feeding difficulties and mismanagement that is characterized by an infant with little interest in feeding and it can also refer to an infant who is not feeding enough to receive the necessary nutrition required for adequate growth.
http://purl.obolibrary.org/obo/SYMP_0000356	SYMP:0000356	phlebitis	inflammation of a vein	None	None
http://purl.obolibrary.org/obo/SYMP_0000357	SYMP:0000357	postphlebitic ulcer	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000358	SYMP:0000358	premature labor	None	None	A reproductive system symptom that is characterized by labor occurring before 37 full weeks of pregnancy.
http://purl.obolibrary.org/obo/SYMP_0000359	SYMP:0000359	profound weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000360	SYMP:0000360	emaciation	None	None	A wasting that is characterized by the state of being extremely thin as a result of an absence of body fat and very week as a result of muscle wasting; usually because of illness or extreme hunger.
http://purl.obolibrary.org/obo/SYMP_0000361	SYMP:0000361	progressive emaciation	None	None	An emaciation that is characterized by an increase in scope or severity with time.
http://purl.obolibrary.org/obo/SYMP_0000362	SYMP:0000362	progressive prostration	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000363	SYMP:0000363	progressive weakness	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000364	SYMP:0000364	prostate symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000365	SYMP:0000365	prostatic abscess	None	None	A prostate symptom that is characterized by a localized collection of purulent fluid within the prostate, often forming as a complication of acute bacterial prostatitis.
http://purl.obolibrary.org/obo/SYMP_0000366	SYMP:0000366	prostatic infection	None	None	A prostate symptom that is characterized by inflammation of the prostate and surrounding area.
http://purl.obolibrary.org/obo/SYMP_0000367	SYMP:0000367	proteinuria	None	None	A urinary system symptom characterized by the presence of excess protein in the urine.
http://purl.obolibrary.org/obo/SYMP_0000368	SYMP:0000368	proximal paralysis of arm and leg	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000369	SYMP:0000369	ptosis	droopiness	None	Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.
http://purl.obolibrary.org/obo/SYMP_0000370	SYMP:0000370	renal abscess	perirenal abscess	None	A urinary system symptom that is characterized by a pocket (a walled-off cavity) of pus that develops in the kidney tissue. It results from the migration of bacteria from another infection site on the body to the kidneys.
http://purl.obolibrary.org/obo/SYMP_0000371	SYMP:0000371	respiratory paralysis	None	None	A paralysis that is characterized by a complete or severe weakness of the muscles of respiration.
http://purl.obolibrary.org/obo/SYMP_0000372	SYMP:0000372	rhinorrhea	runny nose	None	A nose symptom that is characterized by an excessive secretion of mucous through the nose.
http://purl.obolibrary.org/obo/SYMP_0000373	SYMP:0000373	salivation	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000374	SYMP:0000374	scrotal abscess	None	None	A reproductive system symptom that is characterized by an abscess that is either superficial or intrascrotal.  Superficial scrotal abscess may occur from an infected hair follicle, infection of a scrotal laceration, or minor scrotal surgery.  Intrascrotal abscess most commonly arises from bacterial epididymitis, but may also be related to tuberculous infection of the epididymis, a testicular abscess that ruptures through the tunica albuginea, or drainage of appendicitis into scrotum through a patent processus vaginalis or as a result of extravasation of infected urine from the urethra in patients with a urethral stricture and neurogenic bladder using an external collection device.
http://purl.obolibrary.org/obo/SYMP_0000375	SYMP:0000375	severe abdominal cramp	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000376	SYMP:0000376	severe diarrhea	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000377	SYMP:0000377	obsolete mastitis	mammitis	None	A skin and integumentary tissue symptom that is characterized by an inflammation of the mammary gland or udder and usually caused by infection.
http://purl.obolibrary.org/obo/SYMP_0000378	SYMP:0000378	obsolete severe mastitis	None	None	A mastitis that is characterized by an increased intensity or severity of the condition.
http://purl.obolibrary.org/obo/SYMP_0000379	SYMP:0000379	severe myalgia	None	None	A muscle pain that is characterized by being severe in nature.  Myalgia may be acute in nature, stemming from overuse of a muscle group or viral infection.  It may also be chronic and caused by  metabolic myopathy, some nutritional deficiencies, and chronic fatigue syndrome.
http://purl.obolibrary.org/obo/SYMP_0000380	SYMP:0000380	obsolete severe pneumonia	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000381	SYMP:0000381	spleen abscess	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000382	SYMP:0000382	staggering gait	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000383	SYMP:0000383	stiff neck	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000384	SYMP:0000384	neck symptom	cervicalgia	None	None
http://purl.obolibrary.org/obo/SYMP_0000385	SYMP:0000385	throat symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000386	SYMP:0000386	mouth symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000387	SYMP:0000387	head symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000388	SYMP:0000388	nose symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000389	SYMP:0000389	stupor	None	None	An alteration of consciousness that is characterized by a lack of critical mental function and a level of consciousness, in which an affected person is almost entirely unresponsive and responds only to intense stimuli such as pain.
http://purl.obolibrary.org/obo/SYMP_0000390	SYMP:0000390	thyroid symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000391	SYMP:0000391	thyroid abscesses	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000392	SYMP:0000392	ear symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000393	SYMP:0000393	tinnitus	sensation of noise	None	None
http://purl.obolibrary.org/obo/SYMP_0000394	SYMP:0000394	muscle twitching	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000395	SYMP:0000395	facial muscle twitching	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000396	SYMP:0000396	mydriasis	excessive pupil dilation	None	None
http://purl.obolibrary.org/obo/SYMP_0000397	SYMP:0000397	unreactive mydriasis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000398	SYMP:0000398	vaginal discharge	None	None	A reproductive system symptom that is characterized by fluid made by glands inside the vagina and cervix carrying away dead cells and bacteria. While it is normal for odor and color to vary, vaginal itching or burning may be indicative of an infection.
http://purl.obolibrary.org/obo/SYMP_0000399	SYMP:0000399	vertigo	None	None	A dizziness that is characterized by a specific type of dizziness, a major symptom of a balance disorder. It is the sensation of spinning or swaying while the body is stationary with respect to the surroundings.
http://purl.obolibrary.org/obo/SYMP_0000400	SYMP:0000400	weak cry	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000401	SYMP:0000401	wobble	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000402	SYMP:0000402	cachexia	general physical wasting and malnutrition	None	A nutrition, metabolism, and development symptom that is characterized by a general physical wasting and malnutrition usually associated with chronic disease.
http://purl.obolibrary.org/obo/SYMP_0000403	SYMP:0000403	weight gain	gain of weight	None	A weight symptom that is characterized by an increase in body weight. This can involve an increase in muscle mass, fat deposits, excess fluids such as water or other factors.
http://purl.obolibrary.org/obo/SYMP_0000404	SYMP:0000404	dyspareunia	painful sexual intercourse	None	None
http://purl.obolibrary.org/obo/SYMP_0000405	SYMP:0000405	vaginismus	painful spasmodic vagina contractions	None	A reproductive system symptom that is characterized by a painful spasmodic contraction of the vagina.
http://purl.obolibrary.org/obo/SYMP_0000406	SYMP:0000406	bruise	bruises	None	A skin and integumentary tissue symptom that is characterized by an injury transmitted through unbroken skin to underlying tissue causing rupture of small blood vessels and escape of blood into the tissue with resulting discoloration.
http://purl.obolibrary.org/obo/SYMP_0000407	SYMP:0000407	syncope	fainting	None	An alteration of consciousness that is characterized by a loss of consciousness resulting from insufficient blood flow to the brain.
http://purl.obolibrary.org/obo/SYMP_0000408	SYMP:0000408	cataplexy	None	None	Cataplexy is a muscle symptom characterized by a sudden loss of muscle control with retention of clear consciousness that follows a strong emotional stimulus (as elation, surprise, or anger) and is a characteristic symptom of narcolepsy.
http://purl.obolibrary.org/obo/SYMP_0000409	SYMP:0000409	hyperthermia	None	None	A high fever that is characterized by an exceptionally high fever especially when induced artificially for therapeutic purposes.
http://purl.obolibrary.org/obo/SYMP_0000410	SYMP:0000410	neurological and physiological symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000411	SYMP:0000411	infant symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000412	SYMP:0000412	anxiety	None	None	A neurological and physiological symptom that is characterized by a painful or apprehensive uneasiness of mind usually over an impending or anticipated ill.
http://purl.obolibrary.org/obo/SYMP_0000413	SYMP:0000413	catatonia	None	None	A neurological and physiological symptom that is characterized by a marked psychomotor disturbance that may involve stupor or mutism, negativism, rigidity, purposeless excitement, echolalia, echopraxia, and inappropriate or bizarre posturing and is associated with various medical conditions (as schizophrenia and mood disorders).
http://purl.obolibrary.org/obo/SYMP_0000414	SYMP:0000414	dysarthria	None	None	A neurological and physiological symptom that is characterized by a difficulty in articulating words due to disease of the central nervous system.
http://purl.obolibrary.org/obo/SYMP_0000415	SYMP:0000415	amaurosis fugax	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000416	SYMP:0000416	amaurosis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000417	SYMP:0000417	pupil symptom	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000418	SYMP:0000418	contracted pupil	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000419	SYMP:0000419	miosis	None	None	None
http://purl.obolibrary.org/obo/SYMP_0000420	SYMP:0000420	bloating	None	None	Bloating is a digestive system symptom involving the accumulation of gas in the digestive tract and resulting in abdominal distension.
http://purl.obolibrary.org/obo/SYMP_0000421	SYMP:0000421	hematochezia	None	None	hematochezia is a feces and droppings symptom characterized by the passage of fresh blood per anus, usually in or with stools.
http://purl.obolibrary.org/obo/SYMP_0000422	SYMP:0000422	dyspepsia	indigestion	None	Dyspepsia is a digestive system symptom referred to as indigestion resulting from an impairment to digestion caused by ulcer, gall bladder disease or inflamed colon. Related symptoms include weakness, loss of appetite, and depression.
http://purl.obolibrary.org/obo/SYMP_0000423	SYMP:0000423	pyrosis	acid indigestion	None	From synonym: Heartburn is a pain characterized by a painful burning feeling in your chest or throat that happens when stomach acid backs up into your esophagus.
