symp_iri	doid_iri	symptom_name	disease_name	symptom_definition	disease_definition	method	score
http://purl.obolibrary.org/obo/SYMP_0000038	http://purl.obolibrary.org/obo/DOID_6132	dyspneic enteritis	bronchitis	A respiratory system and chest symptom that is characterized by being short or breath or out of air (dyspnea), with inflammation of the small intestine (enteritis).	A bronchial disease that is an inflammation of the bronchial tubes. It is caused by bacteria and viruses. The disease has symptom cough with mucus, has symptom shortness of breath, has symptom low fever and has symptom chest tightness.	cosine	0.6185596585273743
http://purl.obolibrary.org/obo/SYMP_0000039	http://purl.obolibrary.org/obo/DOID_0060189	enteritis	ileitis	Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.	An inflammatory bowel disease characterized by inflammation located in ileum, has symptom diarrhea, has symptom abdominal pain, often in the right lower quadrant, has symptom weight loss.	cosine	0.7086960673332214
http://purl.obolibrary.org/obo/SYMP_0000039	http://purl.obolibrary.org/obo/DOID_100	enteritis	intestinal infectious disease	Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.	An intestinal disease that involves intestinal infection that has material basis in viruses, bacteria, fungi and parasites.	cosine	0.8094902634620667
http://purl.obolibrary.org/obo/SYMP_0000039	http://purl.obolibrary.org/obo/DOID_14239	enteritis	gastrointestinal tularemia	Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.	A tularemia that results in formation of ulcerative lesions located in gastrointestinal tract. The infection has symptom fever, has symptom chills, has symptom malaise, has symptom muscle aches, and has symptom vomiting.	cosine	0.6940252780914307
http://purl.obolibrary.org/obo/SYMP_0000039	http://purl.obolibrary.org/obo/DOID_2329	enteritis	obsolete Rotavirus gastroenteritis	Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.	A viral infectious disease that results in inflammation located in stomach and located in intestine, has material basis in Rotavirus, which is transmitted by ingestion of contaminated food or water, or transmitted by fomites. The infection has symptom fever, has symptom vomiting, has symptom diarrhea, and has symptom abdominal pain.	cosine	0.7029693722724915
http://purl.obolibrary.org/obo/SYMP_0000039	http://purl.obolibrary.org/obo/DOID_7812	enteritis	obsolete Enterovirus gastroenteritis	Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.	An Enterovirus infectious disease that results in inflammation located in stomach and located in intestine, has material basis in Human echovirus 11, which is transmitted by contaminated drinking water. The infection has symptom diarrhea.	cosine	0.7188029885292053
http://purl.obolibrary.org/obo/SYMP_0000040	http://purl.obolibrary.org/obo/DOID_0050859	hematuria	hemorrhagic cystitis	A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.	A cystitis that is characterized by dysuria, hematuria and hemorrhage located in the lower urinary tract.	cosine	0.6884398460388184
http://purl.obolibrary.org/obo/SYMP_0000040	http://purl.obolibrary.org/obo/DOID_0111365	hematuria	benign familial hematuria	A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.	A urinary system disease characterized by the presence of blood in the urine, thinning of the glomerular basement membrane and normal renal function that has material basis in heterozygous mutation in the COL4A3 gene or the COL4A4 gene on chromosome 2q36.3.	cosine	0.7333589792251587
http://purl.obolibrary.org/obo/SYMP_0000040	http://purl.obolibrary.org/obo/DOID_12554	hematuria	hemolytic-uremic syndrome	A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.	A kidney disease that is characterized by hemolytic anemia, thrombocytopenia, and renal failure caused by platelet thrombi in the microcirculation of the kidney and other organs.	cosine	0.7003470063209534
http://purl.obolibrary.org/obo/SYMP_0000040	http://purl.obolibrary.org/obo/DOID_4676	hematuria	uremia	A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.		cosine	0.6979840993881226
http://purl.obolibrary.org/obo/SYMP_0000040	http://purl.obolibrary.org/obo/DOID_576	hematuria	proteinuria	A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.	A kidney disease that is characterized by the presence of excess proteins in the urine.	cosine	0.6810991764068604
http://purl.obolibrary.org/obo/SYMP_0000041	http://purl.obolibrary.org/obo/DOID_0061030	hemorrhage	hemophilia	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.	A blood coagulation disease characterized by spontaneous hemorrhage or prolonged bleeding.	cosine	0.7602735161781311
http://purl.obolibrary.org/obo/SYMP_0000041	http://purl.obolibrary.org/obo/DOID_1247	hemorrhage	blood coagulation disease	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.	A hematopoietic system disease that is characterized by abnormal blood clotting or bleeding.	cosine	0.6879956722259521
http://purl.obolibrary.org/obo/SYMP_0000041	http://purl.obolibrary.org/obo/DOID_2213	hemorrhage	hemorrhagic disease	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.		cosine	0.7677090167999268
http://purl.obolibrary.org/obo/SYMP_0000041	http://purl.obolibrary.org/obo/DOID_484	hemorrhage	vascular hemostatic disease	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.		cosine	0.7660908102989197
http://purl.obolibrary.org/obo/SYMP_0000041	http://purl.obolibrary.org/obo/DOID_7847	hemorrhage	obsolete vascular hemorrhagic disorder	A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.		cosine	0.8131784200668335
http://purl.obolibrary.org/obo/SYMP_0000042	http://purl.obolibrary.org/obo/DOID_2213	obsolete hemorrhagic enteritis	hemorrhagic disease			cosine	0.7378165125846863
http://purl.obolibrary.org/obo/SYMP_0000042	http://purl.obolibrary.org/obo/DOID_2325	obsolete hemorrhagic enteritis	obsolete enterovirus meningitis			cosine	0.7263501286506653
http://purl.obolibrary.org/obo/SYMP_0000042	http://purl.obolibrary.org/obo/DOID_3583	obsolete hemorrhagic enteritis	obsolete enterotoxemia			cosine	0.7763234972953796
http://purl.obolibrary.org/obo/SYMP_0000042	http://purl.obolibrary.org/obo/DOID_8643	obsolete hemorrhagic enteritis	duodenitis			cosine	0.7489545941352844
http://purl.obolibrary.org/obo/SYMP_0000042	http://purl.obolibrary.org/obo/DOID_8677	obsolete hemorrhagic enteritis	perinatal necrotizing enterocolitis			cosine	0.7408126592636108
http://purl.obolibrary.org/obo/SYMP_0000043	http://purl.obolibrary.org/obo/DOID_0050070	obsolete hemorrhagic meningitis	obsolete plague meningitis			cosine	0.8129951357841492
http://purl.obolibrary.org/obo/SYMP_0000043	http://purl.obolibrary.org/obo/DOID_10341	obsolete hemorrhagic meningitis	chronic meningitis			cosine	0.8102464079856873
http://purl.obolibrary.org/obo/SYMP_0000043	http://purl.obolibrary.org/obo/DOID_10803	obsolete hemorrhagic meningitis	obsolete Haemophilus influenzae meningitis			cosine	0.8114111423492432
http://purl.obolibrary.org/obo/SYMP_0000043	http://purl.obolibrary.org/obo/DOID_11575	obsolete hemorrhagic meningitis	obsolete pneumococcal meningitis			cosine	0.7722724676132202
http://purl.obolibrary.org/obo/SYMP_0000043	http://purl.obolibrary.org/obo/DOID_9929	obsolete hemorrhagic meningitis	obsolete meningococcal meningitis			cosine	0.7986717820167542
http://purl.obolibrary.org/obo/SYMP_0000044	http://purl.obolibrary.org/obo/DOID_0050414	obsolete hemorrhagic thoracic lymphadenitis	obsolete Streptococcus lymphangitis			cosine	0.7470102310180664
http://purl.obolibrary.org/obo/SYMP_0000044	http://purl.obolibrary.org/obo/DOID_0050415	obsolete hemorrhagic thoracic lymphadenitis	obsolete Staphylococcus aureus lymphangitis			cosine	0.7545441389083862
http://purl.obolibrary.org/obo/SYMP_0000044	http://purl.obolibrary.org/obo/DOID_4638	obsolete hemorrhagic thoracic lymphadenitis	postauricular lymphadenitis			cosine	0.8111296892166138
http://purl.obolibrary.org/obo/SYMP_0000044	http://purl.obolibrary.org/obo/DOID_4639	obsolete hemorrhagic thoracic lymphadenitis	suppurative lymphadenitis			cosine	0.7905464768409729
http://purl.obolibrary.org/obo/SYMP_0000044	http://purl.obolibrary.org/obo/DOID_4977	obsolete hemorrhagic thoracic lymphadenitis	lymphedema			cosine	0.7432418465614319
http://purl.obolibrary.org/obo/SYMP_0000045	http://purl.obolibrary.org/obo/DOID_12550	hepatic necrosis	hepatic coma			cosine	0.8021182417869568
http://purl.obolibrary.org/obo/SYMP_0000045	http://purl.obolibrary.org/obo/DOID_13738	hepatic necrosis	hepatic infarction			cosine	0.8556269407272339
http://purl.obolibrary.org/obo/SYMP_0000045	http://purl.obolibrary.org/obo/DOID_2237	hepatic necrosis	hepatitis			cosine	0.7711812853813171
http://purl.obolibrary.org/obo/SYMP_0000045	http://purl.obolibrary.org/obo/DOID_409	hepatic necrosis	liver disease			cosine	0.8068323135375977
http://purl.obolibrary.org/obo/SYMP_0000045	http://purl.obolibrary.org/obo/DOID_5082	hepatic necrosis	liver cirrhosis			cosine	0.774618923664093
http://purl.obolibrary.org/obo/SYMP_0000046	http://purl.obolibrary.org/obo/DOID_13738	hepatitis	hepatic infarction			cosine	0.8293491005897522
http://purl.obolibrary.org/obo/SYMP_0000046	http://purl.obolibrary.org/obo/DOID_1884	hepatitis	viral hepatitis		A hepatitis that involves viral infection causing inflammation of the liver.	cosine	0.8144233822822571
http://purl.obolibrary.org/obo/SYMP_0000046	http://purl.obolibrary.org/obo/DOID_2237	hepatitis	hepatitis			cosine	0.9430349469184875
http://purl.obolibrary.org/obo/SYMP_0000046	http://purl.obolibrary.org/obo/DOID_2239	hepatitis	granulomatous hepatitis			cosine	0.8734265565872192
http://purl.obolibrary.org/obo/SYMP_0000046	http://purl.obolibrary.org/obo/DOID_5017	hepatitis	obsolete hepatitis virus related hepatocellular carcinoma			cosine	0.8216593265533447
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_10141	hepatosplenomegaly	obsolete asthenopia			cosine	0.7334232330322266
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_10443	hepatosplenomegaly	hypopyon			cosine	0.7332368493080139
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_1392	hepatosplenomegaly	pseudopapilledema			cosine	0.7367270588874817
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_146	hepatosplenomegaly	papilledema			cosine	0.726624071598053
http://purl.obolibrary.org/obo/SYMP_0000047	http://purl.obolibrary.org/obo/DOID_687	hepatosplenomegaly	hepatoblastoma			cosine	0.7590174078941345
http://purl.obolibrary.org/obo/SYMP_0000048	http://purl.obolibrary.org/obo/DOID_0050053	obsolete high fever	obsolete Rickettsia honei spotted fever			cosine	0.7093366980552673
http://purl.obolibrary.org/obo/SYMP_0000048	http://purl.obolibrary.org/obo/DOID_0050070	obsolete high fever	obsolete plague meningitis			cosine	0.6982448697090149
http://purl.obolibrary.org/obo/SYMP_0000048	http://purl.obolibrary.org/obo/DOID_11361	obsolete high fever	obsolete tickborne fever			cosine	0.8123380541801453
http://purl.obolibrary.org/obo/SYMP_0000048	http://purl.obolibrary.org/obo/DOID_12097	obsolete high fever	obsolete rat-bite fever			cosine	0.7226380705833435
http://purl.obolibrary.org/obo/SYMP_0000048	http://purl.obolibrary.org/obo/DOID_3653	obsolete high fever	obsolete laboratory infectious disease			cosine	0.7105616927146912
http://purl.obolibrary.org/obo/SYMP_0000049	http://purl.obolibrary.org/obo/DOID_0050265	obsolete hind limb paralysis	obsolete tick paralysis			cosine	0.717986524105072
http://purl.obolibrary.org/obo/SYMP_0000049	http://purl.obolibrary.org/obo/DOID_11550	obsolete hind limb paralysis	oculomotor nerve paralysis			cosine	0.7159268260002136
http://purl.obolibrary.org/obo/SYMP_0000049	http://purl.obolibrary.org/obo/DOID_13650	obsolete hind limb paralysis	obsolete joint disorder			cosine	0.7115402817726135
http://purl.obolibrary.org/obo/SYMP_0000049	http://purl.obolibrary.org/obo/DOID_13934	obsolete hind limb paralysis	facial paralysis			cosine	0.7304056882858276
http://purl.obolibrary.org/obo/SYMP_0000049	http://purl.obolibrary.org/obo/DOID_6925	obsolete hind limb paralysis	peroneal nerve paralysis			cosine	0.7259543538093567
http://purl.obolibrary.org/obo/SYMP_0000050	http://purl.obolibrary.org/obo/DOID_0060250	obsolete hunched posture	idiopathic scoliosis		A scoliosis with no known cause.	cosine	0.6275308132171631
http://purl.obolibrary.org/obo/SYMP_0000050	http://purl.obolibrary.org/obo/DOID_11775	obsolete hunched posture	obsolete hereditary trophedema			cosine	0.6100296974182129
http://purl.obolibrary.org/obo/SYMP_0000050	http://purl.obolibrary.org/obo/DOID_13934	obsolete hunched posture	facial paralysis			cosine	0.6470407843589783
http://purl.obolibrary.org/obo/SYMP_0000050	http://purl.obolibrary.org/obo/DOID_744	obsolete hunched posture	obsolete Muscle calcification and ossification			cosine	0.6342576742172241
http://purl.obolibrary.org/obo/SYMP_0000050	http://purl.obolibrary.org/obo/DOID_767	obsolete hunched posture	muscular atrophy			cosine	0.6258442997932434
http://purl.obolibrary.org/obo/SYMP_0000051	http://purl.obolibrary.org/obo/DOID_1097	hydrocephalus	obsolete hydrops fetalis			cosine	0.7451439499855042
http://purl.obolibrary.org/obo/SYMP_0000051	http://purl.obolibrary.org/obo/DOID_14159	hydrocephalus	obstructive hydrocephalus			cosine	0.9051311016082764
http://purl.obolibrary.org/obo/SYMP_0000051	http://purl.obolibrary.org/obo/DOID_1572	hydrocephalus	normal pressure hydrocephalus			cosine	0.7954776883125305
http://purl.obolibrary.org/obo/SYMP_0000051	http://purl.obolibrary.org/obo/DOID_1573	hydrocephalus	communicating hydrocephalus			cosine	0.9495631456375122
http://purl.obolibrary.org/obo/SYMP_0000051	http://purl.obolibrary.org/obo/DOID_4626	hydrocephalus	hydranencephaly			cosine	0.7558973431587219
http://purl.obolibrary.org/obo/SYMP_0000052	http://purl.obolibrary.org/obo/DOID_13738	obsolete hyperemic liver	hepatic infarction			cosine	0.7965629696846008
http://purl.obolibrary.org/obo/SYMP_0000052	http://purl.obolibrary.org/obo/DOID_2237	obsolete hyperemic liver	hepatitis			cosine	0.7628174424171448
http://purl.obolibrary.org/obo/SYMP_0000052	http://purl.obolibrary.org/obo/DOID_409	obsolete hyperemic liver	liver disease			cosine	0.8084658980369568
http://purl.obolibrary.org/obo/SYMP_0000052	http://purl.obolibrary.org/obo/DOID_5082	obsolete hyperemic liver	liver cirrhosis			cosine	0.7702160477638245
http://purl.obolibrary.org/obo/SYMP_0000052	http://purl.obolibrary.org/obo/DOID_920	obsolete hyperemic liver	obsolete childhood liver neoplasm			cosine	0.7918136715888977
http://purl.obolibrary.org/obo/SYMP_0000053	http://purl.obolibrary.org/obo/DOID_2529	obsolete hyperemic spleen	splenic disease			cosine	0.8135267496109009
http://purl.obolibrary.org/obo/SYMP_0000053	http://purl.obolibrary.org/obo/DOID_8626	obsolete hyperemic spleen	obsolete Sezary's disease involving spleen			cosine	0.7705978751182556
http://purl.obolibrary.org/obo/SYMP_0000053	http://purl.obolibrary.org/obo/DOID_8795	obsolete hyperemic spleen	obsolete Hodgkin's granuloma involving spleen			cosine	0.7441561222076416
http://purl.obolibrary.org/obo/SYMP_0000053	http://purl.obolibrary.org/obo/DOID_8825	obsolete hyperemic spleen	obsolete Hodgkin's paragranuloma involving spleen			cosine	0.7445236444473267
http://purl.obolibrary.org/obo/SYMP_0000053	http://purl.obolibrary.org/obo/DOID_9019	obsolete hyperemic spleen	obsolete Mycosis fungoides involving spleen			cosine	0.7560092210769653
http://purl.obolibrary.org/obo/SYMP_0000054	http://purl.obolibrary.org/obo/DOID_11702	hypergammaglobulinemia	dysgammaglobulinemia		A selective immunoglobulin deficiency disease that is caused by a reduction in some types of gamma globulins.	cosine	0.7938457131385803
http://purl.obolibrary.org/obo/SYMP_0000054	http://purl.obolibrary.org/obo/DOID_2018	hypergammaglobulinemia	hyperinsulinism			cosine	0.828065037727356
http://purl.obolibrary.org/obo/SYMP_0000054	http://purl.obolibrary.org/obo/DOID_2344	hypergammaglobulinemia	polyclonal hypergammaglobulinemia			cosine	0.9529392719268799
http://purl.obolibrary.org/obo/SYMP_0000054	http://purl.obolibrary.org/obo/DOID_3403	hypergammaglobulinemia	obsolete hypergammaglobulinemia			cosine	0.942002534866333
http://purl.obolibrary.org/obo/SYMP_0000054	http://purl.obolibrary.org/obo/DOID_625	hypergammaglobulinemia	transient hypogammaglobulinemia			cosine	0.8021234273910522
http://purl.obolibrary.org/obo/SYMP_0000055	http://purl.obolibrary.org/obo/DOID_11441	obsolete hyperkeratotic plaques of surface of foot	obsolete macrodactylia of toes			cosine	0.6826618313789368
http://purl.obolibrary.org/obo/SYMP_0000055	http://purl.obolibrary.org/obo/DOID_12733	obsolete hyperkeratotic plaques of surface of foot	hypercementosis			cosine	0.6583025455474854
http://purl.obolibrary.org/obo/SYMP_0000055	http://purl.obolibrary.org/obo/DOID_13072	obsolete hyperkeratotic plaques of surface of foot	acquired hyperkeratosis			cosine	0.6988977789878845
http://purl.obolibrary.org/obo/SYMP_0000055	http://purl.obolibrary.org/obo/DOID_3142	obsolete hyperkeratotic plaques of surface of foot	leg dermatosis			cosine	0.6918714642524719
http://purl.obolibrary.org/obo/SYMP_0000055	http://purl.obolibrary.org/obo/DOID_9189	obsolete hyperkeratotic plaques of surface of foot	obsolete generalized hyperhidrosis			cosine	0.6616157293319702
http://purl.obolibrary.org/obo/SYMP_0000056	http://purl.obolibrary.org/obo/DOID_0111162	hyperpigmentation	epidermal nevus	A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.	A skin disease characterized by localized epidermal thickening with hyperpigmentation that develops at or shortly after birth.	cosine	0.7084612250328064
http://purl.obolibrary.org/obo/SYMP_0000056	http://purl.obolibrary.org/obo/DOID_0111373	hyperpigmentation	familial progressive hyperpigmentation with or without hypopigmentation	A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.	A skin disease characterized by progressive, diffuse hyperpigmentation of variable intensity sometimes associated with cafe-au-lait macules and larger hypopigmented ash-leaf macules that has material basis in heterozygous mutation in the KITLG gene on chromosome 12q21.32.	cosine	0.69291752576828
http://purl.obolibrary.org/obo/SYMP_0000056	http://purl.obolibrary.org/obo/DOID_10122	hyperpigmentation	hyperpigmentation of eyelid	A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.	An eyelid disease that is characterized by dark eyelids.	cosine	0.7426276206970215
http://purl.obolibrary.org/obo/SYMP_0000056	http://purl.obolibrary.org/obo/DOID_10123	hyperpigmentation	pigmentation disease	A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.	A skin disease that is characterized by discoloration of the skin.	cosine	0.7022162079811096
http://purl.obolibrary.org/obo/SYMP_0000056	http://purl.obolibrary.org/obo/DOID_11668	hyperpigmentation	hypopigmentation of eyelid	A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.	A pigmentation disease that is characterized by loss of pigmentation of the eyelid and has symptom white or light macules or patches on the eyelid, and has material basis in autoimmune conditions like vitiligo, chronic inflammation, malignancy, or exposure to destructive substances.	cosine	0.6826769709587097
http://purl.obolibrary.org/obo/SYMP_0000057	http://purl.obolibrary.org/obo/DOID_155	obsolete hyperplastic alveolar nodules	obsolete glandular and epithelial neoplasm			cosine	0.6239067912101746
http://purl.obolibrary.org/obo/SYMP_0000057	http://purl.obolibrary.org/obo/DOID_2598	obsolete hyperplastic alveolar nodules	laryngeal benign neoplasm			cosine	0.6240650415420532
http://purl.obolibrary.org/obo/SYMP_0000057	http://purl.obolibrary.org/obo/DOID_2879	obsolete hyperplastic alveolar nodules	nodular degeneration of cornea			cosine	0.6329321265220642
http://purl.obolibrary.org/obo/SYMP_0000057	http://purl.obolibrary.org/obo/DOID_3683	obsolete hyperplastic alveolar nodules	lung benign neoplasm			cosine	0.627320408821106
http://purl.obolibrary.org/obo/SYMP_0000057	http://purl.obolibrary.org/obo/DOID_8866	obsolete hyperplastic alveolar nodules	actinic keratosis			cosine	0.6363022923469543
http://purl.obolibrary.org/obo/SYMP_0000058	http://purl.obolibrary.org/obo/DOID_1392	hyperreflexia	pseudopapilledema			cosine	0.7760628461837769
http://purl.obolibrary.org/obo/SYMP_0000058	http://purl.obolibrary.org/obo/DOID_3612	hyperreflexia	retinitis			cosine	0.7760173082351685
http://purl.obolibrary.org/obo/SYMP_0000058	http://purl.obolibrary.org/obo/DOID_6376	hyperreflexia	hypersplenism			cosine	0.8405707478523254
http://purl.obolibrary.org/obo/SYMP_0000058	http://purl.obolibrary.org/obo/DOID_8205	hyperreflexia	obsolete alloimmunization			cosine	0.7825095653533936
http://purl.obolibrary.org/obo/SYMP_0000058	http://purl.obolibrary.org/obo/DOID_9837	hyperreflexia	hypertropia			cosine	0.8140349388122559
http://purl.obolibrary.org/obo/SYMP_0000059	http://purl.obolibrary.org/obo/DOID_10443	hypotension	hypopyon			cosine	0.8353081345558167
http://purl.obolibrary.org/obo/SYMP_0000059	http://purl.obolibrary.org/obo/DOID_11766	hypotension	blind hypotensive eye			cosine	0.8075578212738037
http://purl.obolibrary.org/obo/SYMP_0000059	http://purl.obolibrary.org/obo/DOID_7455	hypotension	obsolete hypogonadotropism			cosine	0.8140134215354919
http://purl.obolibrary.org/obo/SYMP_0000059	http://purl.obolibrary.org/obo/DOID_790	hypotension	ocular hypotension			cosine	0.785872220993042
http://purl.obolibrary.org/obo/SYMP_0000059	http://purl.obolibrary.org/obo/DOID_9841	hypotension	hypotropia			cosine	0.901768147945404
http://purl.obolibrary.org/obo/SYMP_0000060	http://purl.obolibrary.org/obo/DOID_10141	obsolete ill-thrift	obsolete asthenopia			cosine	0.6855857968330383
http://purl.obolibrary.org/obo/SYMP_0000060	http://purl.obolibrary.org/obo/DOID_5244	obsolete ill-thrift	obsolete visual alteration			cosine	0.6806467771530151
http://purl.obolibrary.org/obo/SYMP_0000060	http://purl.obolibrary.org/obo/DOID_5360	obsolete ill-thrift	obsolete AD-BAC			cosine	0.6748706698417664
http://purl.obolibrary.org/obo/SYMP_0000060	http://purl.obolibrary.org/obo/DOID_8205	obsolete ill-thrift	obsolete alloimmunization			cosine	0.7616840600967407
http://purl.obolibrary.org/obo/SYMP_0000060	http://purl.obolibrary.org/obo/DOID_9647	obsolete ill-thrift	obsolete obstructed labor			cosine	0.6734114289283752
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_0050589	inflammation	inflammatory bowel disease	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.	An intestinal disease characterized by inflammation located in all parts of digestive tract.	cosine	0.6229366064071655
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_11230	inflammation	acute orbital inflammation	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.		cosine	0.6424887180328369
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_1575	inflammation	rheumatic disease	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.	A musculoskeletal system disease that involves inflammation or pain in the muscles, joints, or fibrous tissue.	cosine	0.6258242130279541
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_848	inflammation	arthritis	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.	A bone inflammation disease that involves a response to irritation or injury, characterized by joint pain, swelling, stiffness located in joint.	cosine	0.645356297492981
http://purl.obolibrary.org/obo/SYMP_0000061	http://purl.obolibrary.org/obo/DOID_8828	inflammation	obsolete systemic inflammatory response syndrome	Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.		cosine	0.6104686260223389
http://purl.obolibrary.org/obo/SYMP_0000062	http://purl.obolibrary.org/obo/DOID_0050070	obsolete inflammation of meninges	obsolete plague meningitis			cosine	0.7229867577552795
http://purl.obolibrary.org/obo/SYMP_0000062	http://purl.obolibrary.org/obo/DOID_0050493	obsolete inflammation of meninges	obsolete tertiary syphilitic meningitis			cosine	0.7088561654090881
http://purl.obolibrary.org/obo/SYMP_0000062	http://purl.obolibrary.org/obo/DOID_10341	obsolete inflammation of meninges	chronic meningitis			cosine	0.7803033590316772
http://purl.obolibrary.org/obo/SYMP_0000062	http://purl.obolibrary.org/obo/DOID_7613	obsolete inflammation of meninges	sarcomatosis of the meninges			cosine	0.7637905478477478
http://purl.obolibrary.org/obo/SYMP_0000062	http://purl.obolibrary.org/obo/DOID_7614	obsolete inflammation of meninges	meninges sarcoma			cosine	0.7147701382637024
http://purl.obolibrary.org/obo/SYMP_0000063	http://purl.obolibrary.org/obo/DOID_12612	intestinal hemorrhage	obsolete gastrointestinal hemorrhage of fetus or newborn			cosine	0.8002625703811646
http://purl.obolibrary.org/obo/SYMP_0000063	http://purl.obolibrary.org/obo/DOID_2074	intestinal hemorrhage	intestinal perforation			cosine	0.7813954949378967
http://purl.obolibrary.org/obo/SYMP_0000063	http://purl.obolibrary.org/obo/DOID_2213	intestinal hemorrhage	hemorrhagic disease			cosine	0.8261315822601318
http://purl.obolibrary.org/obo/SYMP_0000063	http://purl.obolibrary.org/obo/DOID_8437	intestinal hemorrhage	intestinal obstruction			cosine	0.8230500221252441
http://purl.obolibrary.org/obo/SYMP_0000063	http://purl.obolibrary.org/obo/DOID_8448	intestinal hemorrhage	intestinal impaction			cosine	0.7946245074272156
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_3222	joint pain	causalgia	A pain that is characterized by a pain situated, or occurring, in or around a joint.		cosine	0.6382589340209961
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_381	joint pain	arthropathy	A pain that is characterized by a pain situated, or occurring, in or around a joint.	A bone disease that is located in the joint.	cosine	0.6479597687721252
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_431	joint pain	myofascial pain syndrome	A pain that is characterized by a pain situated, or occurring, in or around a joint.		cosine	0.6525209546089172
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_848	joint pain	arthritis	A pain that is characterized by a pain situated, or occurring, in or around a joint.	A bone inflammation disease that involves a response to irritation or injury, characterized by joint pain, swelling, stiffness located in joint.	cosine	0.7306938171386719
http://purl.obolibrary.org/obo/SYMP_0000064	http://purl.obolibrary.org/obo/DOID_853	joint pain	polymyalgia rheumatica	A pain that is characterized by a pain situated, or occurring, in or around a joint.	A collagen disease that is characterized by pain, stiffness, and tenderness of the proximal muscle groups including the shoulder, pelvic girdle and the neck.	cosine	0.6413565278053284
http://purl.obolibrary.org/obo/SYMP_0000065	http://purl.obolibrary.org/obo/DOID_1053	obsolete joint swelling	obsolete developmental dislocation of joint			cosine	0.7185662388801575
http://purl.obolibrary.org/obo/SYMP_0000065	http://purl.obolibrary.org/obo/DOID_12582	obsolete joint swelling	obsolete enthesopathy of elbow			cosine	0.7225871682167053
http://purl.obolibrary.org/obo/SYMP_0000065	http://purl.obolibrary.org/obo/DOID_13518	obsolete joint swelling	obsolete stiffness of joint			cosine	0.7965489625930786
http://purl.obolibrary.org/obo/SYMP_0000065	http://purl.obolibrary.org/obo/DOID_2092	obsolete joint swelling	transient arthritis			cosine	0.7447201013565063
